seq_id	sample	nread
LPHTA2100-22	G9YBS1	59
LPHTA2101-22	G9YBS1	16
LPHTA2102-22	G9YBS1	22
LPHTA2103-22	G9YBS1	23
LPHTA2104-22	G9YBS1	26
LPHTA2105-22	G9YBS1	19
LPHTA2106-22	G9YBS1	12
LPHTA2107-22	G9YBS1	13
LPHTA2108-22	G9YBS1	32
LPHTA2109-22	G9YBS1	55
LPHTA2110-22	G9YBS1	39
LPHTA2111-22	G9YBS1	42
LPHTA2112-22	G9YBS1	6
LPHTA2113-22	G9YBS1	44
LPHTA2115-22	G9YBS1	29
LPHTA2116-22	G9YBS1	35
LPHTA2117-22	G9YBS1	51
LPHTA2118-22	G9YBS1	16
LPHTA2119-22	G9YBS1	6
LPHTA2120-22	G9YBS1	35
LPHTA2121-22	G9YBS1	20
LPHTA2122-22	G9YBS1	18
LPHTA2123-22	G9YBS1	22
LPHTA2124-22	G9YBS1	28
LPHTA2126-22	G9YBS1	38
LPHTA2127-22	G9YBS1	8
LPHTA2128-22	G9YBS1	60
LPHTA2129-22	G9YBS1	63
LPHTA2130-22	G9YBS1	113
LPHTA2131-22	G9YBS1	126
LPHTA2132-22	G9YBS1	103
LPHTA2133-22	G9YBS1	91
LPHTA2134-22	G9YBS1	116
LPHTA2135-22	G9YBS1	129
LPHTA2136-22	G9YBS1	103
LPHTA2137-22	G9YBS1	82
LPHTA2138-22	G9YBS1	91
LPHTA2139-22	G9YBS1	96
LPHTA2140-22	G9YBS1	101
LPHTA2141-22	G9YBS1	122
LPHTA2142-22	G9YBS1	81
LPHTA2143-22	G9YBS1	79
LPHTA2144-22	G9YBS1	95
LPHTA2145-22	G9YBS1	99
LPHTA2146-22	G9YBS1	67
LPHTA2147-22	G9YBS1	75
LPHTA2148-22	G9YBS1	90
LPHTA2149-22	G9YBS1	68
LPHTA2150-22	G9YBS1	76
LPHTA2151-22	G9YBS1	85
LPHTA2152-22	G9YBS1	76
LPHTA2153-22	G9YBS1	101
LPHTA2154-22	G9YBS1	94
LPHTA2155-22	G9YBS1	82
LPHTA2156-22	G9YBS1	55
LPHTA2157-22	G9YBS1	87
LPHTA2158-22	G9YBS1	116
LPHTA2159-22	G9YBS1	87
LPHTA2160-22	G9YBS1	65
LPHTA2161-22	G9YBS1	87
LPHTA2162-22	G9YBS1	87
LPHTA2163-22	G9YBS1	86
LPHTA2164-22	G9YBS1	95
LPHTA2165-22	G9YBS1	83
LPHTA2166-22	G9YBS1	85
LPHTA2167-22	G9YBS1	75
LPHTA2168-22	G9YBS1	97
LPHTA2169-22	G9YBS1	83
LPHTA2170-22	G9YBS1	81
LPHTA2171-22	G9YBS1	67
LPHTA2172-22	G9YBS1	88
LPHTA2173-22	G9YBS1	81
LPHTA2174-22	G9YBS1	88
LPHTA2175-22	G9YBS1	70
LPHTA2176-22	G9YBS1	98
LPHTA2177-22	G9YBS1	92
LPHTA2178-22	G9YBS1	73
LPHTA2179-22	G9YBS1	83
LPHTA2180-22	G9YBS1	71
LPHTA2181-22	G9YBS1	61
LPHTA2182-22	G9YBS1	72
LPHTA2183-22	G9YBS1	84
LPHTA2184-22	G9YBS1	77
LPHTA2185-22	G9YBS1	83
LPHTA2186-22	G9YBS1	69
LPHTA2187-22	G9YBS1	78
LPHTA2188-22	G9YBS1	102
LPHTA2189-22	G9YBS1	117
LPHTA2190-22	G9YBS1	126
LPHTA2191-22	G9YBS1	78
LPHTA2192-22	G9YBS1	105
LPHTA2193-22	G9YBS1	81
LPHTA2194-22	G9YBS1	95
LPHTA2195-22	G9YBS1	91
LPHTA2196-22	G9YBS1	113
LPHTA2197-22	G9YBS1	85
LPHTA2198-22	G9YBS1	112
LPHTA2199-22	G9YBS1	76
LPHTA2200-22	G9YBS1	99
LPHTA2201-22	G9YBS1	89
LPHTA2202-22	G9YBS1	90
LPHTA2203-22	G9YBS1	97
LPHTA2204-22	G9YBS1	106
LPHTA2205-22	G9YBS1	78
LPHTA2206-22	G9YBS1	100
LPHTA2207-22	G9YBS1	101
LPHTA2208-22	G9YBS1	89
LPHTA2209-22	G9YBS1	79
LPHTA2210-22	G9YBS1	104
LPHTA2211-22	G9YBS1	66
LPHTA2212-22	G9YBS1	105
LPHTA2213-22	G9YBS1	99
LPHTA2214-22	G9YBS1	122
LPHTA2215-22	G9YBS1	110
LPHTA2217-22	G9YBS1	94
LPHTA2218-22	G9YBS1	99
LPHTA2219-22	G9YBS1	97
LPHTA2220-22	G9YBS1	91
LPHTA2221-22	G9YBS1	92
LPHTA2222-22	G9YBS1	62
LPHTA2223-22	G9YBS1	91
LPHTA2224-22	G9YBS1	67
LPHTA2225-22	G9YBS1	87
LPHTA2226-22	G9YBS1	73
LPHTA2227-22	G9YBS1	62
LPHTA2228-22	G9YBS1	70
LPHTA2229-22	G9YBS1	56
LPHTA2230-22	G9YBS1	35
LPHTA2231-22	G9YBS1	86
LPHTA2232-22	G9YBS1	64
LPHTA2233-22	G9YBS1	37
LPHTA2234-22	G9YBS1	63
LPHTA2235-22	G9YBS1	77
LPHTA2236-22	G9YBS1	74
LPHTA2237-22	G9YBS1	44
LPHTA2238-22	G9YBS1	67
LPHTA2239-22	G9YBS1	54
LPHTA2240-22	G9YBS1	87
LPHTA2241-22	G9YBS1	45
LPHTA2242-22	G9YBS1	64
LPHTA2243-22	G9YBS1	60
LPHTA2244-22	G9YBS1	57
LPHTA2245-22	G9YBS1	59
LPHTA2246-22	G9YBS1	62
LPHTA2247-22	G9YBS1	65
LPHTA2248-22	G9YBS1	51
LPHTA2249-22	G9YBS1	64
LPHTA2250-22	G9YBS1	66
LPHTA2251-22	G9YBS1	57
LPHTA2252-22	G9YBS1	61
LPHTA2253-22	G9YBS1	15
LPHTA2254-22	G9YBS1	70
LPHTA2255-22	G9YBS1	75
LPHTA2256-22	G9YBS1	68
LPHTA2257-22	G9YBS1	55
LPHTA2258-22	G9YBS1	83
LPHTA2259-22	G9YBS1	61
LPHTA2260-22	G9YBS1	75
LPHTA2261-22	G9YBS1	59
LPHTA2262-22	G9YBS1	77
LPHTA2263-22	G9YBS1	44
LPHTA2264-22	G9YBS1	4
LPHTA2265-22	G9YBS1	15
LPHTA2266-22	G9YBS1	73
LPHTA2267-22	G9YBS1	41
LPHTA2268-22	G9YBS1	55
LPHTA2269-22	G9YBS1	61
LPHTA2270-22	G9YBS1	47
LPHTA2271-22	G9YBS1	54
LPHTA2272-22	G9YBS1	79
LPHTA2273-22	G9YBS1	69
LPHTA2274-22	G9YBS1	67
LPHTA2275-22	G9YBS1	51
LPHTA2276-22	G9YBS1	27
LPHTA2277-22	G9YBS1	53
LPHTA2278-22	G9YBS1	48
LPHTA2279-22	G9YBS1	50
LPHTA2280-22	G9YBS1	34
LPHTA2281-22	G9YBS1	53
LPHTA2282-22	G9YBS1	74
LPHTA2283-22	G9YBS1	65
LPHTA2284-22	G9YBS1	12
LPHTA2285-22	G9YBS1	64
LPHTA2286-22	G9YBS1	58
LPHTA2287-22	G9YBS1	10
LPHTA2288-22	G9YBS1	67
LPHTA2289-22	G9YBS1	52
LPHTA2290-22	G9YBS1	86
LPHTA2291-22	G9YBS1	56
LPHTA2292-22	G9YBS1	80
LPHTA2293-22	G9YBS1	28
LPHTA2294-22	G9YBS1	75
LPHTA2295-22	G9YBS1	71
LPHTA2296-22	G9YBS1	62
LPHTA2297-22	G9YBS1	64
LPHTA2298-22	G9YBS1	50
LPHTA2299-22	G9YBS1	43
LPHTA2300-22	G9YBS1	62
LPHTA2301-22	G9YBS1	48
LPHTA2302-22	G9YBS1	69
LPHTA2303-22	G9YBS1	77
LPHTA2304-22	G9YBS1	73
LPHTA2305-22	G9YBS1	56
LPHTA2306-22	G9YBS1	47
LPHTA2307-22	G9YBS1	45
LPHTA2308-22	G9YBS1	75
LPHTA2309-22	G9YBS1	48
LPHTA2310-22	G9YBS1	80
LPHTA2311-22	G9YBS1	70
LPHTA2312-22	G9YBS1	75
LPHTA2313-22	G9YBS1	83
LPHTA2314-22	G9YBS1	99
LPHTA2315-22	G9YBS1	74
LPHTA2316-22	G9YBS1	52
LPHTA2318-22	G9YBS1	78
LPHTA2319-22	G9YBS1	112
LPHTA2320-22	G9YBS1	70
LPHTA2321-22	G9YBS1	29
LPHTA2322-22	G9YBS1	64
LPHTA2323-22	G9YBS1	73
LPHTA2324-22	G9YBS1	65
LPHTA2325-22	G9YBS1	28
LPHTA2326-22	G9YBS1	79
LPHTA2327-22	G9YBS1	29
LPHTA2328-22	G9YBS1	70
LPHTA2329-22	G9YBS1	81
LPHTA2330-22	G9YBS1	91
LPHTA2331-22	G9YBS1	88
LPHTA2332-22	G9YBS1	61
LPHTA2333-22	G9YBS1	74
LPHTA2334-22	G9YBS1	38
LPHTA2335-22	G9YBS1	31
LPHTA2336-22	G9YBS1	60
LPHTA2337-22	G9YBS1	64
LPHTA2338-22	G9YBS1	51
LPHTA2339-22	G9YBS1	72
LPHTA2340-22	G9YBS1	55
LPHTA2341-22	G9YBS1	54
LPHTA2342-22	G9YBS1	54
LPHTA2343-22	G9YBS1	89
LPHTA2344-22	G9YBS1	89
LPHTA2345-22	G9YBS1	59
LPHTA2346-22	G9YBS1	61
LPHTA2347-22	G9YBS1	62
LPHTA2348-22	G9YBS1	70
LPHTA2349-22	G9YBS1	74
LPHTA2350-22	G9YBS1	47
LPHTA2351-22	G9YBS1	73
LPHTA2352-22	G9YBS1	43
LPHTA2353-22	G9YBS1	73
LPHTA2354-22	G9YBS1	75
LPHTA2355-22	G9YBS1	75
LPHTA2356-22	G9YBS1	70
LPHTA2357-22	G9YBS1	65
LPHTA2358-22	G9YBS1	61
LPHTA2359-22	G9YBS1	63
LPHTA2360-22	G9YBS1	53
LPHTA2361-22	G9YBS1	37
LPHTA2362-22	G9YBS1	57
LPHTA2363-22	G9YBS1	55
LPHTA2364-22	G9YBS1	42
LPHTA2365-22	G9YBS1	56
LPHTA2366-22	G9YBS1	79
LPHTA2367-22	G9YBS1	99
LPHTA2368-22	G9YBS1	99
LPHTA2369-22	G9YBS1	76
LPHTA2370-22	G9YBS1	59
LPHTA2371-22	G9YBS1	76
LPHTA2372-22	G9YBS1	50
LPHTA2373-22	G9YBS1	54
LPHTA2374-22	G9YBS1	64
LPHTA2375-22	G9YBS1	77
LPHTA2376-22	G9YBS1	64
LPHTA2377-22	G9YBS1	27
LPHTA2378-22	G9YBS1	59
LPHTA2379-22	G9YBS1	53
LPHTA2380-22	G9YBS1	55
LPHTA2381-22	G9YBS1	78
LPHTA2382-22	G9YBS1	69
LPHTA2383-22	G9YBS1	16
LPHTA2384-22	G9YBS1	58
LPHTA2385-22	G9YBS1	59
LPHTA2386-22	G9YBS1	66
LPHTA2387-22	G9YBS1	94
LPHTA2388-22	G9YBS1	47
LPHTA2389-22	G9YBS1	73
LPHTA2390-22	G9YBS1	64
LPHTA2391-22	G9YBS1	82
LPHTA2392-22	G9YBS1	81
LPHTA2393-22	G9YBS1	81
LPHTA2394-22	G9YBS1	69
LPHTA2395-22	G9YBS1	72
LPHTA2396-22	G9YBS1	56
LPHTA2397-22	G9YBS1	15
LPHTA2398-22	G9YBS1	95
LPHTA2399-22	G9YBS1	88
LPHTA2400-22	G9YBS1	97
LPHTA2401-22	G9YBS1	92
LPHTA2402-22	G9YBS1	100
LPHTA2403-22	G9YBS1	85
LPHTA2404-22	G9YBS1	70
LPHTA2405-22	G9YBS1	50
LPHTA2406-22	G9YBS1	83
LPHTA2407-22	G9YBS1	54
LPHTA2408-22	G9YBS1	60
LPHTA2409-22	G9YBS1	52
LPHTA2410-22	G9YBS1	64
LPHTA2411-22	G9YBS1	73
LPHTA2412-22	G9YBS1	57
LPHTA2413-22	G9YBS1	86
LPHTA2414-22	G9YBS1	40
LPHTA2415-22	G9YBS1	19
LPHTA2416-22	G9YBS1	23
LPHTA2417-22	G9YBS1	20
LPHTA2418-22	G9YBS1	18
LPHTA2419-22	G9YBS1	20
LPHTA2420-22	G9YBS1	65
LPHTA2421-22	G9YBS1	46
LPHTA2422-22	G9YBS1	35
LPHTA2423-22	G9YBS1	11
LPHTA2424-22	G9YBS1	11
LPHTA2425-22	G9YBS1	29
LPHTA2426-22	G9YBS1	29
LPHTA2427-22	G9YBS1	32
LPHTA2428-22	G9YBS1	39
LPHTA2429-22	G9YBS1	26
LPHTA2430-22	G9YBS1	21
LPHTA2431-22	G9YBS1	8
LPHTA2432-22	G9YBS1	16
LPHTA2433-22	G9YBS1	14
LPHTA2434-22	G9YBS1	26
LPHTA2435-22	G9YBS1	32
LPHTA2436-22	G9YBS1	26
LPHTA2437-22	G9YBS1	48
LPHTA2438-22	G9YBS1	78
LPHTA2439-22	G9YBS1	15
LPHTA2440-22	G9YBS1	19
LPHTA2441-22	G9YBS1	15
LPHTA2442-22	G9YBS1	11
LPHTA2443-22	G9YBS1	22
LPHTA2444-22	G9YBS1	54
LPHTA2445-22	G9YBS1	53
LPHTA2446-22	G9YBS1	19
LPHTA2447-22	G9YBS1	9
LPHTA2448-22	G9YBS1	38
LPHTA2449-22	G9YBS1	32
LPHTA2450-22	G9YBS1	47
LPHTA2451-22	G9YBS1	29
LPHTA2452-22	G9YBS1	6
LPHTA2453-22	G9YBS1	37
LPHTA2454-22	G9YBS1	59
LPHTA2455-22	G9YBS1	9
LPHTA2456-22	G9YBS1	51
LPHTA2457-22	G9YBS1	17
LPHTA2458-22	G9YBS1	15
LPHTA2459-22	G9YBS1	38
LPHTA2460-22	G9YBS1	25
LPHTA2461-22	G9YBS1	59
LPHTA2462-22	G9YBS1	55
LPHTA2463-22	G9YBS1	8
LPHTA2464-22	G9YBS1	20
LPHTA2465-22	G9YBS1	31
LPHTA2466-22	G9YBS1	44
LPHTA2467-22	G9YBS1	4
LPHTA2468-22	G9YBS1	51
LPHTA2469-22	G9YBS1	49
LPHTA2470-22	G9YBS1	41
LPHTA2471-22	G9YBS1	20
LPHTA2472-22	G9YBS1	18
LPHTA2473-22	G9YBS1	21
LPHTA2474-22	G9YBS1	72
LPHTA2475-22	G9YBS1	45
LPHTA2476-22	G9YBS1	16
LPHTA2477-22	G9YBS1	14
LPHTA2478-22	G9YBS1	16
LPHTA2479-22	G9YBS1	42
LPHTA2480-22	G9YBS1	12
LPHTA2481-22	G9YBS1	57
LPHTA2484-22	G9YBS1	13
LPHTA2485-22	G9YBS1	58
LPHTA2486-22	G9YBS1	25
LPHTA2487-22	G9YBS1	11
LPHTA2488-22	G9YBS1	20
LPHTA2489-22	G9YBS1	42
LPHTA2490-22	G9YBS1	67
LPHTA2491-22	G9YBS1	15
LPHTA2492-22	G9YBS1	16
LPHTA2493-22	G9YBS1	60
LPHTA2494-22	G9YBS1	15
LPHTA2495-22	G9YBS1	27
LPHTA2496-22	G9YBS1	29
LPHTA2497-22	G9YBS1	16
LPHTA2498-22	G9YBS1	25
LPHTA2499-22	G9YBS1	7
LPHTA2500-22	G9YBS1	17
LPHTA2501-22	G9YBS1	26
LPHTA2502-22	G9YBS1	29
LPHTA2503-22	G9YBS1	5
LPHTA2504-22	G9YBS1	68
LPHTA2505-22	G9YBS1	63
LPHTA2506-22	G9YBS1	54
LPHTA2507-22	G9YBS1	51
LPHTA2508-22	G9YBS1	47
LPHTA2509-22	G9YBS1	67
LPHTA2510-22	G9YBS1	14
LPHTA2511-22	G9YBS1	4
LPHTA2512-22	G9YBS1	11
LPHTA2513-22	G9YBS1	13
LPHTA2514-22	G9YBS1	9
LPHTA2515-22	G9YBS1	8
LPHTA2517-22	G9YBS1	14
LPHTA2518-22	G9YBS1	7
LPHTA2519-22	G9YBS1	13
LPHTA2520-22	G9YBS1	14
LPHTA2521-22	G9YBS1	14
LPHTA2522-22	G9YBS1	11
LPHTA2523-22	G9YBS1	7
LPHTA2524-22	G9YBS1	11
LPHTA2525-22	G9YBS1	6
LPHTA2526-22	G9YBS1	14
LPHTA2527-22	G9YBS1	25
LPHTA2528-22	G9YBS1	64
LPHTA2529-22	G9YBS1	14
LPHTA2531-22	G9YBS1	18
LPHTA2532-22	G9YBS1	33
LPHTA2533-22	G9YBS1	29
LPHTA2534-22	G9YBS1	39
LPHTA2535-22	G9YBS1	7
LPHTA2536-22	G9YBS1	16
LPHTA2537-22	G9YBS1	46
LPHTA2538-22	G9YBS1	18
LPHTA2539-22	G9YBS1	5
LPHTA2540-22	G9YBS1	8
LPHTA2542-22	G9YBS1	24
LPHTA2543-22	G9YBS1	11
LPHTA2544-22	G9YBS1	35
LPHTA2545-22	G9YBS1	9
LPHTA2546-22	G9YBS1	16
LPHTA2547-22	G9YBS1	7
LPHTA2548-22	G9YBS1	9
LPHTA2549-22	G9YBS1	27
LPHTA2550-22	G9YBS1	28
LPHTA2551-22	G9YBS1	8
LPHTA2552-22	G9YBS1	11
LPHTA2554-22	G9YBS1	8
LPHTA2555-22	G9YBS1	21
LPHTA2556-22	G9YBS1	11
LPHTA2557-22	G9YBS1	73
LPHTA2558-22	G9YBS1	44
LPHTA2559-22	G9YBS1	3
LPHTA2560-22	G9YBS1	52
LPHTA2562-22	G9YBS1	67
LPHTA2563-22	G9YBS1	51
LPHTA2564-22	G9YBS1	30
LPHTA2565-22	G9YBS1	60
LPHTA2567-22	G9YBS1	79
LPHTA2568-22	G9YBS1	100
LPHTA2569-22	G9YBS1	86
LPHTA2570-22	G9YBS1	66
LPHTA2571-22	G9YBS1	64
LPHTA2572-22	G9YBS1	61
LPHTA2573-22	G9YBS1	71
LPHTA2574-22	G9YBS1	43
LPHTA2575-22	G9YBS1	24
LPHTA2576-22	G9YBS1	59
LPHTA2577-22	G9YBS1	43
LPHTA2578-22	G9YBS1	54
LPHTA2579-22	G9YBS1	69
LPHTA2580-22	G9YBS1	82
LPHTA2581-22	G9YBS1	105
LPHTA2582-22	G9YBS1	15
LPHTA2583-22	G9YBS1	62
LPHTA2584-22	G9YBS1	8
LPHTA2585-22	G9YBS1	66
LPHTA2586-22	G9YBS1	85
LPHTA2587-22	G9YBS1	99
LPHTA2588-22	G9YBS1	8
LPHTA2589-22	G9YBS1	10
LPHTA2590-22	G9YBS1	65
LPHTA2591-22	G9YBS1	83
LPHTA2592-22	G9YBS1	9
LPHTA2593-22	G9YBS1	90
LPHTA2594-22	G9YBS1	71
LPHTA2595-22	G9YBS1	10
LPHTA2596-22	G9YBS1	56
LPHTA2597-22	G9YBS1	41
LPHTA2598-22	G9YBS1	71
LPHTA2599-22	G9YBS1	90
LPHTA2601-22	G9YBS1	81
LPHTA2602-22	G9YBS1	12
LPHTA2603-22	G9YBS1	90
LPHTA2604-22	G9YBS1	44
LPHTA2605-22	G9YBS1	68
LPHTA2606-22	G9YBS1	61
LPHTA2607-22	G9YBS1	47
LPHTA2608-22	G9YBS1	69
LPHTA2609-22	G9YBS1	53
LPHTA2610-22	G9YBS1	20
LPHTA2611-22	G9YBS1	48
LPHTA2612-22	G9YBS1	48
LPHTA2613-22	G9YBS1	41
LPHTA2614-22	G9YBS1	48
LPHTA2615-22	G9YBS1	64
LPHTA2616-22	G9YBS1	65
LPHTA2617-22	G9YBS1	47
LPHTA2618-22	G9YBS1	57
LPHTA2619-22	G9YBS1	68
LPHTA2620-22	G9YBS1	62
LPHTA2621-22	G9YBS1	67
LPHTA2622-22	G9YBS1	26
LPHTA2623-22	G9YBS1	50
LPHTA2624-22	G9YBS1	54
LPHTA2625-22	G9YBS1	40
LPHTA2626-22	G9YBS1	63
LPHTA2627-22	G9YBS1	50
LPHTA2628-22	G9YBS1	49
LPHTA2629-22	G9YBS1	48
LPHTA2630-22	G9YBS1	55
LPHTA2631-22	G9YBS1	52
LPHTA2632-22	G9YBS1	63
LPHTA2633-22	G9YBS1	60
LPHTA2634-22	G9YBS1	68
LPHTA2635-22	G9YBS1	42
LPHTA2636-22	G9YBS1	80
LPHTA2637-22	G9YBS1	43
LPHTA2638-22	G9YBS1	66
LPHTA2639-22	G9YBS1	67
LPHTA2640-22	G9YBS1	63
LPHTA2641-22	G9YBS1	77
LPHTA2642-22	G9YBS1	61
LPHTA2643-22	G9YBS1	78
LPHTA2644-22	G9YBS1	38
LPHTA2645-22	G9YBS1	65
LPHTA2646-22	G9YBS1	5
LPHTA2647-22	G9YBS1	51
LPHTA2648-22	G9YBS1	46
LPHTA2649-22	G9YBS1	45
LPHTA2650-22	G9YBS1	61
LPHTA2651-22	G9YBS1	59
LPHTA2652-22	G9YBS1	47
LPHTA2653-22	G9YBS1	58
LPHTA2654-22	G9YBS1	53
LPHTA2655-22	G9YBS1	83
LPHTA2656-22	G9YBS1	61
LPHTA2657-22	G9YBS1	46
LPHTA2658-22	G9YBS1	71
LPHTA2659-22	G9YBS1	63
LPHTA2660-22	G9YBS1	90
LPHTA2661-22	G9YBS1	43
LPHTA2662-22	G9YBS1	68
LPHTA2663-22	G9YBS1	23
LPHTA2664-22	G9YBS1	66
LPHTA2665-22	G9YBS1	58
LPHTA2666-22	G9YBS1	53
LPHTA2667-22	G9YBS1	63
LPHTA2668-22	G9YBS1	54
LPHTA2669-22	G9YBS1	53
LPHTA2670-22	G9YBS1	65
LPHTA2671-22	G9YBS1	77
LPHTA2672-22	G9YBS1	67
LPHTA2673-22	G9YBS1	57
LPHTA2674-22	G9YBS1	53
LPHTA2675-22	G9YBS1	53
LPHTA2676-22	G9YBS1	56
LPHTA2677-22	G9YBS1	56
LPHTA2678-22	G9YBS1	73
LPHTA2679-22	G9YBS1	61
LPHTA2680-22	G9YBS1	59
LPHTA2681-22	G9YBS1	75
LPHTA2682-22	G9YBS1	60
LPHTA2683-22	G9YBS1	58
LPHTA2684-22	G9YBS1	61
LPHTA2685-22	G9YBS1	48
LPHTA2686-22	G9YBS1	58
LPHTA2687-22	G9YBS1	33
LPHTA2688-22	G9YBS1	89
LPHTA2689-22	G9YBS1	66
LPHTA2690-22	G9YBS1	57
LPHTA2691-22	G9YBS1	62
LPHTA2692-22	G9YBS1	60
LPHTA2693-22	G9YBS1	58
LPHTA2694-22	G9YBS1	62
LPHTA2695-22	G9YBS1	47
LPHTA2696-22	G9YBS1	79
LPHTA2697-22	G9YBS1	44
LPHTA2698-22	G9YBS1	42
LPHTA2699-22	G9YBS1	49
LPHTA2700-22	G9YBS1	8
LPHTA2701-22	G9YBS1	5
LPHTA2702-22	G9YBS1	33
LPHTA2704-22	G9YBS1	18
LPHTA2705-22	G9YBS1	25
LPHTA2706-22	G9YBS1	7
LPHTA2707-22	G9YBS1	6
LPHTA2708-22	G9YBS1	41
LPHTA2709-22	G9YBS1	14
LPHTA2710-22	G9YBS1	34
LPHTA2711-22	G9YBS1	55
LPHTA2712-22	G9YBS1	51
LPHTA2713-22	G9YBS1	4
LPHTA2714-22	G9YBS1	45
LPHTA2715-22	G9YBS1	35
LPHTA2716-22	G9YBS1	26
LPHTA2717-22	G9YBS1	26
LPHTA2718-22	G9YBS1	28
LPHTA2719-22	G9YBS1	4
LPHTA2720-22	G9YBS1	14
LPHTA2721-22	G9YBS1	60
LPHTA2722-22	G9YBS1	44
LPHTA2723-22	G9YBS1	44
LPHTA2724-22	G9YBS1	37
LPHTA2725-22	G9YBS1	37
LPHTA2726-22	G9YBS1	39
LPHTA2727-22	G9YBS1	18
LPHTA2728-22	G9YBS1	23
LPHTA2729-22	G9YBS1	10
LPHTA2730-22	G9YBS1	36
LPHTA2731-22	G9YBS1	6
LPHTA2732-22	G3FFNC	75
LPHTA2733-22	G3FFNC	70
LPHTA2734-22	G3FFNC	66
LPHTA2735-22	G3FFNC	61
LPHTA2736-22	G3FFNC	19
LPHTA2737-22	G9YBS1	29
LPHTA2738-22	G9YBS1	1
LPHTA2739-22	G9YBS1	32
LPHTA2740-22	G9YBS1	25
LPHTA2741-22	G9YBS1	33
LPHTA2742-22	G9YBS1	39
LPHTA2743-22	G9YBS1	38
LPHTA2744-22	G9YBS1	33
LPHTA2745-22	G9YBS1	32
LPHTA2746-22	G9YBS1	39
LPHTA2747-22	G9YBS1	64
LPHTA2748-22	G9YBS1	54
LPHTA2749-22	G9YBS1	50
LPHTA2750-22	G9YBS1	34
LPHTA2751-22	G9YBS1	49
LPHTA2752-22	G9YBS1	27
LPHTA2753-22	G9YBS1	55
LPHTA2754-22	G9YBS1	44
LPHTA2755-22	G9YBS1	37
LPHTA2756-22	G9YBS1	30
LPHTA2757-22	G9YBS1	40
LPHTA2758-22	G9YBS1	42
LPHTA2759-22	G9YBS1	48
LPHTA2760-22	G9YBS1	45
LPHTA2761-22	G9YBS1	77
LPHTA2762-22	G9YBS1	42
LPHTA2763-22	G9YBS1	36
LPHTA2764-22	G9YBS1	11
LPHTA2765-22	G9YBS1	35
LPHTA2766-22	G9YBS1	51
LPHTA2767-22	G9YBS1	43
LPHTA2768-22	G9YBS1	31
LPHTA2769-22	G9YBS1	47
LPHTA2770-22	G9YBS1	45
LPHTA2771-22	G9YBS1	45
LPHTA2772-22	G9YBS1	49
LPHTA2773-22	G9YBS1	33
LPHTA2774-22	G9YBS1	32
LPHTA2775-22	G9YBS1	37
LPHTA2776-22	G9YBS1	51
LPHTA2777-22	G9YBS1	5
LPHTA2778-22	G9YBS1	39
LPHTA2779-22	G9YBS1	36
LPHTA2780-22	G9YBS1	44
LPHTA2781-22	G9YBS1	55
LPHTA2782-22	G9YBS1	35
LPHTA2783-22	G9YBS1	15
LPHTA2784-22	G9YBS1	50
LPHTA2785-22	G9YBS1	64
LPHTA2786-22	G9YBS1	43
LPHTA2787-22	G9YBS1	11
LPHTA2788-22	G9YBS1	34
LPHTA2789-22	G9YBS1	58
LPHTA2790-22	G9YBS1	33
LPHTA2791-22	G9YBS1	40
LPHTA2792-22	G9YBS1	14
LPHTA2793-22	G9YBS1	20
LPHTA2794-22	G9YBS1	12
LPHTA2795-22	G9YBS1	22
LPHTA2796-22	G9YBS1	12
LPHTA2797-22	G9YBS1	29
LPHTA2798-22	G9YBS1	33
LPHTA2799-22	G9YBS1	24
LPHTA2800-22	G9YBS1	12
LPHTA2801-22	G9YBS1	8
LPHTA2802-22	G9YBS1	15
LPHTA2803-22	G9YBS1	9
LPHTA2804-22	G9YBS1	10
LPHTA2805-22	G9YBS1	20
LPHTA2806-22	G9YBS1	25
LPHTA2807-22	G9YBS1	10
LPHTA2808-22	G9YBS1	12
LPHTA2809-22	G9YBS1	12
LPHTA2810-22	G9YBS1	9
LPHTA2811-22	G9YBS1	10
LPHTA2812-22	G9YBS1	5
LPHTA2813-22	G9YBS1	9
LPHTA2814-22	G9YBS1	11
LPHTA2815-22	G9YBS1	25
LPHTA2816-22	G9YBS1	5
LPHTA2817-22	G9YBS1	12
LPHTA2818-22	G9YBS1	11
LPHTA2819-22	G9YBS1	18
LPHTA2820-22	G9YBS1	21
LPHTA2821-22	G9YBS1	34
LPHTA2822-22	G9YBS1	39
LPHTA2823-22	G9YBS1	45
LPHTA2824-22	G9YBS1	39
LPHTA2825-22	G9YBS1	41
LPHTA2826-22	G9YBS1	37
LPHTA2827-22	G9YBS1	33
LPHTA2828-22	G9YBS1	35
LPHTA2829-22	G9YBS1	15
LPHTA2830-22	G9YBS1	52
LPHTA2831-22	G9YBS1	58
LPHTA355-22	G9YBS1	80
LPHTA356-22	G9YBS1	100
LPHTA357-22	G9YBS1	64
LPHTA358-22	G9YBS1	75
LPHTA359-22	G9YBS1	83
LPHTA360-22	G9YBS1	80
LPHTA361-22	G9YBS1	62
LPHTA362-22	G9YBS1	77
LPHTA363-22	G9YBS1	86
LPHTA364-22	G9YBS1	70
LPHTA365-22	G9YBS1	59
LPHTA366-22	G9YBS1	71
LPHTA367-22	G9YBS1	51
LPHTA368-22	G9YBS1	70
LPHTA369-22	G9YBS1	58
LPHTA370-22	G9YBS1	85
LPHTA371-22	G9YBS1	47
LPHTA372-22	G9YBS1	84
LPHTA373-22	G9YBS1	79
