seq_id	sample	nread
LPHTC014-21	GCD75J	27
LPHTC015-21	GCD75J	3
LPHTC016-21	GCD75J	30
LPHTC017-21	GCD75J	19
LPHTC018-21	GCD75J	38
LPHTC019-21	GCD75J	33
LPHTC020-21	GCD75J	25
LPHTC022-21	GCD75J	27
LPHTC023-21	GCD75J	37
LPHTC024-21	GCD75J	3
LPHTC025-21	GCD75J	13
LPHTC026-21	GCD75J	19
LPHTC027-21	GCD75J	27
LPHTC028-21	GCD75J	36
LPHTC029-21	GCD75J	6
LPHTC030-21	GCD75J	35
LPHTC031-21	GCD75J	14
LPHTC032-21	GCD75J	28
LPHTC033-21	GCD75J	19
LPHTC034-21	GCD75J	15
LPHTC035-21	GCD75J	3
LPHTC036-21	GCD75J	13
LPHTC037-21	GCD75J	19
LPHTC038-21	GCD75J	36
LPHTC039-21	GCD75J	14
LPHTC040-21	GCD75J	18
LPHTC041-21	GCD75J	28
LPHTC042-21	GCD75J	29
LPHTC043-21	GCD75J	4
LPHTC044-21	GCD75J	25
LPHTC045-21	GCD75J	24
LPHTC046-21	GCD75J	22
LPHTC047-21	GCD75J	25
LPHTC048-21	GCD75J	36
LPHTC049-21	GCD75J	22
LPHTC050-21	GCD75J	27
LPHTC051-21	GCD75J	36
LPHTC052-21	GCD75J	30
LPHTC053-21	GCD75J	30
LPHTC054-21	GCD75J	27
LPHTC055-21	GCD75J	18
LPHTC056-21	GCD75J	23
LPHTC057-21	GCD75J	25
LPHTC058-21	GCD75J	19
LPHTC059-21	GCD75J	20
LPHTC060-21	GCD75J	13
LPHTC061-21	GCD75J	18
LPHTC062-21	GCD75J	10
LPHTC063-21	GCD75J	23
LPHTC064-21	GCD75J	31
LPHTC065-21	GCD75J	31
LPHTC066-21	GCD75J	36
LPHTC067-21	GCD75J	26
LPHTC068-21	GCD75J	24
LPHTC069-21	GCD75J	45
LPHTC070-21	GCD75J	25
LPHTC071-21	GCD75J	17
LPHTC072-21	GCD75J	18
LPHTC073-21	GCD75J	24
LPHTC074-21	GCD75J	26
LPHTC075-21	GCD75J	22
LPHTC076-21	GCD75J	29
LPHTC077-21	GCD75J	32
LPHTC078-21	GCD75J	21
LPHTC079-21	GCD75J	18
LPHTC080-21	GCD75J	27
LPHTC081-21	GCD75J	29
LPHTC082-21	GCD75J	6
LPHTC083-21	GCD75J	19
LPHTC084-21	GCD75J	35
LPHTC085-21	GCD75J	25
LPHTC086-21	GCD75J	6
LPHTC087-21	GCD75J	21
LPHTC088-21	GCD75J	29
LPHTC089-21	GCD75J	13
LPHTC090-21	GCD75J	14
LPHTC091-21	GCD75J	21
LPHTC092-21	GCD75J	9
LPHTC093-21	GCD75J	26
LPHTC094-21	GCD75J	27
LPHTC095-21	GCD75J	2
LPHTC096-21	GCD75J	28
LPHTC097-21	GCD75J	21
LPHTC098-21	GCD75J	22
LPHTC099-21	GCD75J	20
LPHTC1000-21	G281YO	21
LPHTC1001-21	G281YO	18
LPHTC100-21	GCD75J	10
LPHTC1002-21	G281YO	18
LPHTC1003-21	G281YO	22
LPHTC1004-21	G281YO	25
LPHTC1005-21	G281YO	24
LPHTC1006-21	G281YO	25
LPHTC1007-21	G281YO	21
LPHTC1008-21	G281YO	34
LPHTC1009-21	G281YO	22
LPHTC1010-21	G281YO	16
LPHTC1011-21	G281YO	4
LPHTC101-21	GCD75J	10
LPHTC1012-21	G281YO	13
LPHTC1013-21	G281YO	11
LPHTC1014-21	G281YO	36
LPHTC1015-21	G281YO	28
LPHTC1016-21	G281YO	28
LPHTC1017-21	G281YO	34
LPHTC1019-21	G281YO	31
LPHTC1020-21	G281YO	19
LPHTC1021-21	G281YO	26
LPHTC102-21	GCD75J	18
LPHTC1022-21	G281YO	25
LPHTC1023-21	G281YO	20
LPHTC1024-21	G281YO	22
LPHTC1025-21	G281YO	26
LPHTC1026-21	G281YO	23
LPHTC1027-21	G281YO	31
LPHTC1028-21	G281YO	15
LPHTC1029-21	G281YO	20
LPHTC1030-21	G281YO	11
LPHTC1031-21	G281YO	12
LPHTC103-21	GCD75J	22
LPHTC1032-21	G281YO	21
LPHTC1033-21	G281YO	10
LPHTC1034-21	G281YO	14
LPHTC1035-21	G281YO	15
LPHTC1036-21	G281YO	20
LPHTC1037-21	G281YO	13
LPHTC1038-21	G281YO	13
LPHTC1039-21	G281YO	11
LPHTC1040-21	G281YO	22
LPHTC1041-21	G281YO	24
LPHTC104-21	GCD75J	29
LPHTC1042-21	G281YO	34
LPHTC1043-21	G281YO	19
LPHTC1044-21	G281YO	39
LPHTC1045-21	G281YO	20
LPHTC1046-21	G281YO	35
LPHTC1047-21	G281YO	24
LPHTC1048-21	G281YO	36
LPHTC1049-21	G281YO	21
LPHTC1050-21	G281YO	24
LPHTC1051-21	G281YO	25
LPHTC105-21	GCD75J	30
LPHTC1052-21	G281YO	13
LPHTC1053-21	G281YO	28
LPHTC1054-21	G281YO	21
LPHTC1055-21	G281YO	20
LPHTC1056-21	G281YO	21
LPHTC1057-21	G281YO	16
LPHTC1058-21	G281YO	25
LPHTC1059-21	G281YO	27
LPHTC1060-21	G281YO	25
LPHTC1061-21	G281YO	19
LPHTC106-21	GCD75J	20
LPHTC1062-21	G281YO	21
LPHTC1063-21	G281YO	15
LPHTC1064-21	G281YO	32
LPHTC1065-21	G281YO	27
LPHTC1066-21	G281YO	10
LPHTC1067-21	G281YO	18
LPHTC1068-21	G281YO	24
LPHTC1069-21	G281YO	14
LPHTC1070-21	G281YO	23
LPHTC1071-21	G281YO	27
LPHTC107-21	GCD75J	7
LPHTC1072-21	G281YO	28
LPHTC1073-21	G281YO	13
LPHTC1074-21	G281YO	24
LPHTC1075-21	G281YO	32
LPHTC1076-21	G281YO	10
LPHTC1077-21	G281YO	11
LPHTC1078-21	G281YO	20
LPHTC1079-21	G281YO	30
LPHTC1080-21	G281YO	30
LPHTC1081-21	G281YO	24
LPHTC108-21	GCD75J	20
LPHTC1082-21	G281YO	29
LPHTC1083-21	G281YO	36
LPHTC1084-21	G281YO	18
LPHTC1085-21	G281YO	32
LPHTC1086-21	G281YO	30
LPHTC1087-21	G281YO	25
LPHTC1088-21	G281YO	31
LPHTC1089-21	G281YO	25
LPHTC1090-21	G281YO	22
LPHTC1091-21	G281YO	17
LPHTC109-21	GCD75J	26
LPHTC1092-21	G281YO	26
LPHTC1093-21	G281YO	17
LPHTC1094-21	G281YO	19
LPHTC1095-21	G281YO	19
LPHTC1096-21	G281YO	22
LPHTC1097-21	G281YO	10
LPHTC1098-21	G281YO	33
LPHTC1099-21	G281YO	13
LPHTC1100-21	G281YO	17
LPHTC110-21	GCD75J	30
LPHTC1102-21	G281YO	37
LPHTC1103-21	G281YO	38
LPHTC1104-21	G281YO	34
LPHTC1105-21	G281YO	24
LPHTC1106-21	G281YO	20
LPHTC1107-21	G281YO	19
LPHTC1108-21	G281YO	26
LPHTC1109-21	G281YO	29
LPHTC1110-21	G281YO	30
LPHTC1111-21	G281YO	36
LPHTC111-21	GCD75J	27
LPHTC1112-21	G281YO	17
LPHTC1113-21	G281YO	17
LPHTC1114-21	G281YO	13
LPHTC1115-21	G281YO	6
LPHTC1116-21	G281YO	29
LPHTC1117-21	G281YO	35
LPHTC1118-21	G281YO	19
LPHTC1119-21	G281YO	21
LPHTC1120-21	G281YO	21
LPHTC1121-21	G281YO	23
LPHTC112-21	GCD75J	36
LPHTC1122-21	G281YO	27
LPHTC1123-21	G281YO	15
LPHTC1124-21	G281YO	13
LPHTC1125-21	G281YO	5
LPHTC1126-21	G281YO	14
LPHTC1127-21	G281YO	29
LPHTC1128-21	G281YO	34
LPHTC1129-21	G281YO	23
LPHTC1130-21	G281YO	19
LPHTC1131-21	G281YO	23
LPHTC113-21	GCD75J	24
LPHTC1132-21	G281YO	24
LPHTC1133-21	G281YO	22
LPHTC1134-21	G281YO	24
LPHTC1135-21	G281YO	17
LPHTC1136-21	G281YO	26
LPHTC1137-21	G281YO	4
LPHTC1138-21	G281YO	28
LPHTC1139-21	G281YO	25
LPHTC1140-21	G281YO	32
LPHTC1141-21	G281YO	20
LPHTC114-21	GCD75J	22
LPHTC1142-21	G281YO	18
LPHTC1143-21	G281YO	29
LPHTC1144-21	G281YO	5
LPHTC1145-21	G281YO	33
LPHTC1146-21	G281YO	22
LPHTC1147-21	G281YO	14
LPHTC1148-21	G281YO	29
LPHTC1149-21	G281YO	29
LPHTC1150-21	G281YO	36
LPHTC1151-21	G281YO	19
LPHTC115-21	GCD75J	20
LPHTC1152-21	G281YO	22
LPHTC1153-21	G281YO	26
LPHTC1154-21	G281YO	26
LPHTC1155-21	G281YO	7
LPHTC1156-21	G281YO	24
LPHTC1157-21	G281YO	15
LPHTC1158-21	G281YO	25
LPHTC1159-21	G281YO	20
LPHTC1160-21	G281YO	19
LPHTC1161-21	G281YO	18
LPHTC116-21	GCD75J	24
LPHTC1162-21	G281YO	15
LPHTC1164-21	G281YO	19
LPHTC1165-21	G281YO	17
LPHTC1166-21	G281YO	21
LPHTC1167-21	G281YO	31
LPHTC1168-21	G281YO	13
LPHTC1169-21	G281YO	40
LPHTC1170-21	G281YO	19
LPHTC1171-21	G281YO	20
LPHTC117-21	GCD75J	6
LPHTC1172-21	G281YO	18
LPHTC1173-21	G281YO	19
LPHTC1174-21	G281YO	26
LPHTC1175-21	G281YO	11
LPHTC1176-21	G281YO	20
LPHTC1177-21	G281YO	27
LPHTC1178-21	G281YO	9
LPHTC1180-21	G281YO	27
LPHTC1181-21	G281YO	25
LPHTC118-21	GCD75J	24
LPHTC1182-21	G281YO	17
LPHTC1183-21	G281YO	19
LPHTC1184-21	G281YO	39
LPHTC1185-21	G281YO	19
LPHTC1186-21	G281YO	29
LPHTC1187-21	G281YO	28
LPHTC1188-21	G281YO	18
LPHTC1189-21	G281YO	21
LPHTC1190-21	G281YO	23
LPHTC1191-21	G281YO	19
LPHTC119-21	GCD75J	27
LPHTC1192-21	G281YO	21
LPHTC1193-21	G281YO	19
LPHTC1194-21	G281YO	16
LPHTC1195-21	G281YO	3
LPHTC1196-21	G281YO	24
LPHTC1197-21	G281YO	34
LPHTC1198-21	G281YO	27
LPHTC1199-21	G281YO	31
LPHTC1200-21	G281YO	21
LPHTC1201-21	G281YO	23
LPHTC120-21	GCD75J	24
LPHTC1202-21	G281YO	25
LPHTC1203-21	G281YO	20
LPHTC1204-21	G281YO	27
LPHTC1205-21	G281YO	27
LPHTC1206-21	G281YO	37
LPHTC1207-21	G281YO	25
LPHTC1208-21	G281YO	19
LPHTC1209-21	G281YO	35
LPHTC1210-21	G281YO	16
LPHTC1211-21	G281YO	25
LPHTC121-21	GCD75J	15
LPHTC1212-21	G281YO	31
LPHTC1213-21	G281YO	5
LPHTC1214-21	G281YO	24
LPHTC1215-21	G281YO	24
LPHTC1216-21	G281YO	14
LPHTC1217-21	G281YO	27
LPHTC1218-21	G281YO	15
LPHTC1219-21	G281YO	16
LPHTC1220-21	G281YO	20
LPHTC1221-21	G281YO	5
LPHTC122-21	GCD75J	12
LPHTC1222-21	G281YO	22
LPHTC1223-21	G281YO	21
LPHTC1224-21	G281YO	25
LPHTC1225-21	G281YO	15
LPHTC1226-21	G281YO	19
LPHTC1227-21	G281YO	22
LPHTC1228-21	G281YO	20
LPHTC1229-21	G281YO	27
LPHTC1230-21	G281YO	14
LPHTC1231-21	G281YO	26
LPHTC123-21	GCD75J	19
LPHTC1232-21	G281YO	38
LPHTC1233-21	G281YO	37
LPHTC1234-21	G281YO	33
LPHTC1235-21	G281YO	10
LPHTC1236-21	G281YO	33
LPHTC1237-21	G281YO	19
LPHTC1238-21	G281YO	32
LPHTC1239-21	G281YO	19
LPHTC1240-21	G281YO	20
LPHTC1241-21	G281YO	38
LPHTC124-21	GCD75J	11
LPHTC1242-21	G281YO	21
LPHTC1243-21	G281YO	15
LPHTC1244-21	G281YO	23
LPHTC1245-21	G281YO	17
LPHTC1246-21	G281YO	28
LPHTC1247-21	G281YO	19
LPHTC1248-21	G281YO	21
LPHTC1249-21	G281YO	15
LPHTC1250-21	G281YO	40
LPHTC1251-21	G281YO	26
LPHTC125-21	GCD75J	27
LPHTC1252-21	G281YO	13
LPHTC1253-21	G281YO	18
LPHTC1254-21	G281YO	14
LPHTC1255-21	G281YO	28
LPHTC1256-21	G281YO	19
LPHTC1257-21	G281YO	26
LPHTC1258-21	G281YO	23
LPHTC1259-21	G281YO	19
LPHTC1260-21	G281YO	31
LPHTC1261-21	G281YO	26
LPHTC126-21	GCD75J	29
LPHTC1262-21	G281YO	18
LPHTC1263-21	G281YO	20
LPHTC1264-21	G281YO	19
LPHTC1265-21	G281YO	29
LPHTC1266-21	G281YO	17
LPHTC1267-21	G281YO	26
LPHTC1268-21	G281YO	21
LPHTC1269-21	G281YO	18
LPHTC1270-21	G281YO	31
LPHTC1271-21	G281YO	36
LPHTC1272-21	G281YO	33
LPHTC1273-21	G281YO	17
LPHTC1274-21	G281YO	22
LPHTC1275-21	G281YO	34
LPHTC1276-21	G281YO	24
LPHTC1277-21	G281YO	19
LPHTC1278-21	G281YO	22
LPHTC1279-21	G281YO	27
LPHTC1280-21	G281YO	6
LPHTC1281-21	G281YO	23
LPHTC1282-21	G281YO	29
LPHTC1283-21	G281YO	22
LPHTC1284-21	G281YO	35
LPHTC1285-21	G281YO	15
LPHTC1286-21	G281YO	24
LPHTC1287-21	G281YO	25
LPHTC1288-21	G281YO	27
LPHTC1289-21	G281YO	24
LPHTC1290-21	G281YO	20
LPHTC1291-21	G281YO	31
LPHTC129-21	GCD75J	19
LPHTC1292-21	G281YO	23
LPHTC1293-21	G281YO	29
LPHTC1294-21	G281YO	29
LPHTC1295-21	G281YO	23
LPHTC1296-21	G281YO	38
LPHTC1297-21	G281YO	24
LPHTC1298-21	G281YO	19
LPHTC1299-21	G281YO	26
LPHTC1300-21	G281YO	27
LPHTC1301-21	G281YO	19
LPHTC130-21	GCD75J	22
LPHTC1302-21	G281YO	16
LPHTC131-21	GCD75J	10
LPHTC132-21	GCD75J	23
LPHTC133-21	GCD75J	3
LPHTC134-21	GCD75J	25
LPHTC135-21	GCD75J	20
LPHTC136-21	GCD75J	33
LPHTC137-21	GCD75J	23
LPHTC138-21	GCD75J	19
LPHTC139-21	GCD75J	22
LPHTC141-21	GCD75J	17
LPHTC142-21	GCD75J	23
LPHTC143-21	GCD75J	23
LPHTC144-21	GCD75J	18
LPHTC145-21	GCD75J	10
LPHTC146-21	GCD75J	13
LPHTC147-21	GCD75J	3
LPHTC148-21	GCD75J	3
LPHTC149-21	GCD75J	30
LPHTC150-21	GCD75J	11
LPHTC151-21	GCD75J	18
LPHTC152-21	GCD75J	15
LPHTC153-21	GCD75J	17
LPHTC154-21	GCD75J	18
LPHTC155-21	GCD75J	8
LPHTC156-21	GCD75J	16
LPHTC157-21	GCD75J	11
LPHTC158-21	GCD75J	7
LPHTC159-21	GCD75J	9
LPHTC160-21	GCD75J	25
LPHTC161-21	GCD75J	16
LPHTC162-21	GCD75J	7
LPHTC163-21	GCD75J	6
LPHTC164-21	GCD75J	5
LPHTC165-21	GCD75J	10
LPHTC166-21	GCD75J	7
LPHTC167-21	GCD75J	10
LPHTC168-21	GCD75J	3
LPHTC169-21	GCD75J	20
LPHTC170-21	GCD75J	28
LPHTC171-21	GCD75J	3
LPHTC172-21	GCD75J	23
LPHTC173-21	GCD75J	13
LPHTC174-21	GCD75J	6
LPHTC175-21	GCD75J	20
LPHTC176-21	GCD75J	5
LPHTC177-21	GCD75J	12
LPHTC178-21	GCD75J	23
LPHTC179-21	GCD75J	6
LPHTC180-21	GCD75J	8
LPHTC181-21	GCD75J	7
LPHTC182-21	GCD75J	17
LPHTC183-21	GCD75J	10
LPHTC184-21	GCD75J	24
LPHTC185-21	GCD75J	14
LPHTC186-21	GCD75J	18
LPHTC187-21	GCD75J	11
LPHTC188-21	GCD75J	15
LPHTC189-21	GCD75J	2
LPHTC190-21	GCD75J	22
LPHTC191-21	GCD75J	24
LPHTC192-21	GCD75J	18
LPHTC193-21	GCD75J	21
LPHTC195-21	GCD75J	18
LPHTC196-21	GCD75J	19
LPHTC197-21	GCD75J	20
LPHTC198-21	GCD75J	2
LPHTC199-21	GCD75J	16
LPHTC200-21	GCD75J	14
LPHTC201-21	GCD75J	4
LPHTC202-21	GCD75J	21
LPHTC203-21	GCD75J	18
LPHTC205-21	GCD75J	3
LPHTC206-21	GCD75J	17
LPHTC207-21	GCD75J	3
LPHTC209-21	GCD75J	23
LPHTC210-21	GCD75J	17
LPHTC211-21	GCD75J	12
LPHTC212-21	GCD75J	11
LPHTC213-21	GCD75J	8
LPHTC214-21	GCD75J	12
LPHTC215-21	GCD75J	6
LPHTC216-21	GCD75J	15
LPHTC217-21	GCD75J	19
LPHTC218-21	GCD75J	18
LPHTC219-21	GCD75J	12
LPHTC220-21	GCD75J	18
LPHTC221-21	GCD75J	8
LPHTC222-21	GCD75J	16
LPHTC223-21	GCD75J	5
LPHTC226-21	GCD75J	4
LPHTC227-21	GCD75J	2
LPHTC228-21	GCD75J	5
LPHTC229-21	GCD75J	2
LPHTC230-21	GCD75J	20
LPHTC231-21	GCD75J	22
LPHTC232-21	GCD75J	20
LPHTC233-21	GCD75J	23
LPHTC234-21	GCD75J	15
LPHTC235-21	GCD75J	8
LPHTC236-21	GCD75J	23
LPHTC237-21	GCD75J	19
LPHTC238-21	GCD75J	14
LPHTC239-21	GCD75J	18
LPHTC240-21	GCD75J	19
LPHTC242-21	GCD75J	14
LPHTC243-21	GCD75J	17
LPHTC244-21	GCD75J	25
LPHTC245-21	GCD75J	13
LPHTC246-21	GCD75J	20
LPHTC247-21	GCD75J	18
LPHTC248-21	GCD75J	21
LPHTC249-21	GCD75J	15
LPHTC250-21	GCD75J	16
LPHTC251-21	GCD75J	23
LPHTC252-21	GCD75J	8
LPHTC253-21	GCD75J	17
LPHTC254-21	GCD75J	18
LPHTC255-21	GCD75J	26
LPHTC256-21	GCD75J	18
LPHTC257-21	GCD75J	7
LPHTC258-21	GCD75J	11
LPHTC259-21	GCD75J	18
LPHTC260-21	GCD75J	18
LPHTC261-21	GCD75J	23
LPHTC262-21	GCD75J	13
LPHTC263-21	GCD75J	5
LPHTC264-21	GCD75J	8
LPHTC265-21	GCD75J	20
LPHTC266-21	GCD75J	9
LPHTC267-21	GCD75J	22
LPHTC268-21	GCD75J	14
LPHTC269-21	GCD75J	14
LPHTC270-21	GCD75J	21
LPHTC271-21	GCD75J	16
LPHTC272-21	GCD75J	22
LPHTC273-21	GCD75J	15
LPHTC274-21	GCD75J	5
LPHTC275-21	GCD75J	14
LPHTC276-21	GCD75J	10
LPHTC277-21	GCD75J	19
LPHTC278-21	GCD75J	18
LPHTC279-21	GCD75J	27
LPHTC280-21	GCD75J	23
LPHTC281-21	GCD75J	17
LPHTC282-21	GCD75J	7
LPHTC283-21	GCD75J	6
LPHTC285-21	GCD75J	22
LPHTC286-21	GCD75J	13
LPHTC287-21	GCD75J	17
LPHTC288-21	GCD75J	19
LPHTC289-21	GCD75J	22
LPHTC290-21	GCD75J	2
LPHTC291-21	GCD75J	23
LPHTC292-21	GCD75J	33
LPHTC293-21	GCD75J	10
LPHTC294-21	GCD75J	12
LPHTC295-21	GCD75J	24
LPHTC296-21	GCD75J	16
LPHTC297-21	GCD75J	21
LPHTC298-21	GCD75J	5
LPHTC300-21	GCD75J	14
LPHTC301-21	GCD75J	16
LPHTC302-21	GCD75J	18
LPHTC303-21	GCD75J	21
LPHTC304-21	GCD75J	31
LPHTC305-21	GCD75J	3
LPHTC306-21	GCD75J	14
LPHTC307-21	GCD75J	22
LPHTC308-21	GCD75J	23
LPHTC309-21	GCD75J	18
LPHTC310-21	GCD75J	16
LPHTC311-21	GCD75J	17
LPHTC312-21	GCD75J	15
LPHTC314-21	GCD75J	25
LPHTC315-21	GCD75J	23
LPHTC316-21	GCD75J	9
LPHTC317-21	GCD75J	19
LPHTC318-21	GCD75J	19
LPHTC319-21	GCD75J	14
LPHTC320-21	GCD75J	13
LPHTC321-21	GCD75J	24
LPHTC322-21	GCD75J	19
LPHTC323-21	GCD75J	20
LPHTC324-21	GCD75J	13
LPHTC325-21	GCD75J	32
LPHTC326-21	GCD75J	25
LPHTC327-21	GCD75J	28
LPHTC328-21	GCD75J	17
LPHTC329-21	GCD75J	18
LPHTC330-21	GCD75J	27
LPHTC331-21	GCD75J	27
LPHTC332-21	GCD75J	36
LPHTC333-21	GCD75J	28
LPHTC334-21	GCD75J	19
LPHTC335-21	GCD75J	22
LPHTC336-21	GCD75J	24
LPHTC337-21	GCD75J	32
LPHTC338-21	GCD75J	36
LPHTC339-21	GCD75J	45
LPHTC340-21	GCD75J	26
LPHTC341-21	GCD75J	16
LPHTC342-21	GCD75J	31
LPHTC343-21	GCD75J	19
LPHTC344-21	GCD75J	13
LPHTC345-21	GCD75J	21
LPHTC346-21	GCD75J	14
LPHTC347-21	GCD75J	21
LPHTC348-21	GCD75J	14
LPHTC349-21	GCD75J	20
LPHTC350-21	GCD75J	31
LPHTC351-21	GCD75J	15
LPHTC352-21	GCD75J	13
LPHTC353-21	GCD75J	20
LPHTC354-21	GCD75J	19
LPHTC355-21	GCD75J	25
LPHTC356-21	GCD75J	32
LPHTC357-21	GCD75J	20
LPHTC358-21	GCD75J	17
LPHTC359-21	GCD75J	12
LPHTC360-21	GCD75J	28
LPHTC361-21	GCD75J	36
LPHTC362-21	GCD75J	34
LPHTC363-21	GCD75J	28
LPHTC364-21	GCD75J	16
LPHTC365-21	GCD75J	14
LPHTC366-21	GCD75J	26
LPHTC367-21	GCD75J	16
LPHTC368-21	GCD75J	36
LPHTC369-21	GCD75J	24
LPHTC370-21	GCD75J	12
LPHTC371-21	GCD75J	16
LPHTC372-21	GCD75J	15
LPHTC373-21	GCD75J	30
LPHTC374-21	GCD75J	21
LPHTC375-21	GCD75J	22
LPHTC376-21	GCD75J	25
LPHTC377-21	GCD75J	24
LPHTC378-21	GCD75J	29
LPHTC379-21	GCD75J	23
LPHTC380-21	GCD75J	14
LPHTC381-21	GCD75J	23
LPHTC382-21	GCD75J	32
LPHTC383-21	GCD75J	27
LPHTC384-21	GCD75J	6
LPHTC385-21	GCD75J	11
LPHTC386-21	GCD75J	27
LPHTC387-21	GCD75J	28
LPHTC388-21	GCD75J	28
LPHTC389-21	GCD75J	14
LPHTC390-21	GCD75J	28
LPHTC391-21	GCD75J	27
LPHTC392-21	GCD75J	40
LPHTC393-21	GCD75J	22
LPHTC394-21	GCD75J	18
LPHTC395-21	GCD75J	21
LPHTC396-21	GCD75J	25
LPHTC397-21	GCD75J	30
LPHTC398-21	GCD75J	4
LPHTC399-21	GCD75J	20
LPHTC400-21	GCD75J	26
LPHTC401-21	GCD75J	23
LPHTC402-21	GCD75J	25
LPHTC403-21	GCD75J	22
LPHTC404-21	GCD75J	16
LPHTC405-21	GCD75J	32
LPHTC406-21	GCD75J	19
LPHTC407-21	GCD75J	9
LPHTC408-21	GCD75J	23
LPHTC409-21	GCD75J	27
LPHTC410-21	GCD75J	24
LPHTC411-21	GCD75J	26
LPHTC412-21	GCD75J	23
LPHTC413-21	GCD75J	30
LPHTC414-21	GCD75J	33
LPHTC415-21	GCD75J	12
LPHTC416-21	GCD75J	10
LPHTC417-21	GCD75J	32
LPHTC418-21	GCD75J	22
LPHTC419-21	GCD75J	31
LPHTC420-21	GCD75J	27
LPHTC421-21	GCD75J	34
LPHTC422-21	GCD75J	28
LPHTC424-21	GCD75J	10
LPHTC425-21	GCD75J	2
LPHTC427-21	GCD75J	9
LPHTC428-21	GCD75J	17
LPHTC429-21	GCD75J	11
LPHTC431-21	GCD75J	19
LPHTC432-21	GCD75J	3
LPHTC433-21	GCD75J	25
LPHTC434-21	GCD75J	18
LPHTC435-21	GCD75J	7
LPHTC436-21	GCD75J	5
LPHTC437-21	GCD75J	9
LPHTC438-21	GCD75J	6
LPHTC439-21	GCD75J	12
LPHTC441-21	GCD75J	7
LPHTC444-21	GCD75J	10
LPHTC445-21	GCD75J	8
LPHTC447-21	GCD75J	12
LPHTC448-21	GCD75J	12
LPHTC449-21	GCD75J	12
LPHTC450-21	GCD75J	13
LPHTC451-21	GCD75J	9
LPHTC452-21	GCD75J	6
LPHTC454-21	GCD75J	11
LPHTC455-21	GCD75J	2
LPHTC456-21	GCD75J	7
LPHTC457-21	GCD75J	21
LPHTC458-21	GCD75J	9
LPHTC459-21	GCD75J	5
LPHTC460-21	GCD75J	5
LPHTC462-21	GCD75J	10
LPHTC463-21	GCD75J	13
LPHTC464-21	GCD75J	9
LPHTC465-21	GCD75J	9
LPHTC466-21	GCD75J	7
LPHTC467-21	GCD75J	5
LPHTC468-21	GCD75J	6
LPHTC469-21	GCD75J	32
LPHTC471-21	GCD75J	3
LPHTC473-21	GCD75J	21
LPHTC474-21	GCD75J	8
LPHTC475-21	GCD75J	24
LPHTC476-21	GCD75J	6
LPHTC477-21	GCD75J	2
LPHTC478-21	GCD75J	2
LPHTC479-21	GCD75J	4
LPHTC481-21	GCD75J	26
LPHTC482-21	GCD75J	20
LPHTC483-21	GCD75J	24
LPHTC484-21	GCD75J	23
LPHTC485-21	GCD75J	16
LPHTC486-21	GCD75J	11
LPHTC487-21	GCD75J	7
LPHTC488-21	GCD75J	21
LPHTC489-21	GCD75J	20
LPHTC490-21	GCD75J	16
LPHTC491-21	GCD75J	20
LPHTC492-21	GCD75J	27
LPHTC493-21	GCD75J	8
LPHTC494-21	GCD75J	8
LPHTC495-21	GCD75J	20
LPHTC496-21	GCD75J	31
LPHTC497-21	GCD75J	29
LPHTC498-21	GCD75J	22
LPHTC499-21	GCD75J	13
LPHTC500-21	GCD75J	8
LPHTC501-21	GCD75J	20
LPHTC502-21	GCD75J	5
LPHTC503-21	GCD75J	12
LPHTC504-21	GCD75J	20
LPHTC505-21	GCD75J	7
LPHTC506-21	GCD75J	12
LPHTC507-21	GCD75J	21
LPHTC508-21	GCD75J	16
LPHTC509-21	GCD75J	28
LPHTC510-21	GCD75J	21
LPHTC511-21	GCD75J	23
LPHTC512-21	GCD75J	28
LPHTC513-21	GCD75J	24
LPHTC514-21	GCD75J	28
LPHTC515-21	GCD75J	28
LPHTC516-21	GCD75J	7
LPHTC517-21	GCD75J	30
LPHTC518-21	GCD75J	15
LPHTC519-21	GCD75J	11
LPHTC520-21	GCD75J	20
LPHTC521-21	GCD75J	29
LPHTC522-21	GCD75J	25
LPHTC523-21	GCD75J	14
LPHTC524-21	GCD75J	24
LPHTC525-21	GCD75J	27
LPHTC526-21	GCD75J	28
LPHTC527-21	GCD75J	25
LPHTC528-21	GCD75J	29
LPHTC529-21	GCD75J	32
LPHTC530-21	GCD75J	30
LPHTC531-21	GCD75J	23
LPHTC532-21	GCD75J	15
LPHTC533-21	GCD75J	28
LPHTC534-21	GCD75J	17
LPHTC535-21	GCD75J	25
LPHTC536-21	GCD75J	25
LPHTC537-21	GCD75J	14
LPHTC538-21	GCD75J	23
LPHTC539-21	GCD75J	5
LPHTC540-21	GCD75J	21
LPHTC541-21	GCD75J	42
LPHTC542-21	GCD75J	18
LPHTC543-21	GCD75J	7
LPHTC544-21	GCD75J	20
LPHTC545-21	GCD75J	29
LPHTC546-21	GCD75J	27
LPHTC547-21	GCD75J	20
LPHTC548-21	GCD75J	24
LPHTC549-21	GCD75J	17
LPHTC550-21	GCD75J	11
LPHTC551-21	GCD75J	25
LPHTC552-21	GCD75J	20
LPHTC553-21	GCD75J	21
LPHTC554-21	GCD75J	10
LPHTC555-21	GCD75J	27
LPHTC556-21	GCD75J	7
LPHTC557-21	GCD75J	8
LPHTC558-21	GCD75J	23
LPHTC559-21	GCD75J	19
LPHTC560-21	GCD75J	21
LPHTC561-21	GCD75J	18
