sample	seqrun	spike_weight	site	extra	control	fastq_R1	fastq_R2
STE_46A	CCDB-35013	1.201923076923077e-4	STE	FALSE	FALSE	ERR12552631_2.fastq.gz	ERR12552631_1.fastq.gz
STE_48B	CCDB-35013	1.201923076923077e-4	STE	FALSE	FALSE	ERR12552632_2.fastq.gz	ERR12552632_1.fastq.gz
STE_49B	CCDB-35013	1.1615900877645844e-4	STE	FALSE	FALSE	ERR12552633_2.fastq.gz	ERR12552633_1.fastq.gz
STE_50B	CCDB-35013	1.201923076923077e-4	STE	FALSE	FALSE	ERR12552634_1.fastq.gz	ERR12552634_2.fastq.gz
STE_51B	CCDB-35013	1.181412444211079e-4	STE	FALSE	FALSE	ERR12552635_2.fastq.gz	ERR12552635_1.fastq.gz
STE_52B	CCDB-35013	1.201923076923077e-4	STE	FALSE	FALSE	ERR12552636_2.fastq.gz	ERR12552636_1.fastq.gz
STE_53A	CCDB-35013	1.189532117367169e-4	STE	FALSE	FALSE	ERR12552637_2.fastq.gz	ERR12552637_1.fastq.gz
STE_54B	CCDB-35013	1.201923076923077e-4	STE	FALSE	FALSE	ERR12552638_1.fastq.gz	ERR12552638_2.fastq.gz
STE_55A	CCDB-35013	1.1166253101736974e-4	STE	FALSE	FALSE	ERR12552639_1.fastq.gz	ERR12552639_2.fastq.gz
STE_56A	CCDB-35013	1.201923076923077e-4	STE	FALSE	FALSE	ERR12552641_2.fastq.gz	ERR12552641_1.fastq.gz
STE_57A	CCDB-35013	1.201923076923077e-4	STE	FALSE	FALSE	ERR12552642_2.fastq.gz	ERR12552642_1.fastq.gz
TAR_34A	CCDB-35013	1.201923076923077e-4	TAR	FALSE	FALSE	ERR12552643_1.fastq.gz	ERR12552643_2.fastq.gz
TAR_34B	CCDB-35013	1.201923076923077e-4	TAR	FALSE	FALSE	ERR12552644_1.fastq.gz	ERR12552644_2.fastq.gz
TAR_38A	CCDB-35013	1.201923076923077e-4	TAR	FALSE	FALSE	ERR12552645_1.fastq.gz	ERR12552645_2.fastq.gz
TAR_38B	CCDB-35013	1.201923076923077e-4	TAR	FALSE	FALSE	ERR12552646_1.fastq.gz	ERR12552646_2.fastq.gz
THL_9A	CCDB-35013	1.201923076923077e-4	THL	FALSE	FALSE	ERR12552647_1.fastq.gz	ERR12552647_2.fastq.gz
THL_9B	CCDB-35013	1.201923076923077e-4	THL	FALSE	FALSE	ERR12552648_2.fastq.gz	ERR12552648_1.fastq.gz
TUR_1A	CCDB-35013	1.193633952254642e-4	TUR	FALSE	FALSE	ERR12552649_1.fastq.gz	ERR12552649_2.fastq.gz
TUR_1B	CCDB-35013	1.1944577161968468e-4	TUR	FALSE	FALSE	ERR12552650_1.fastq.gz	ERR12552650_2.fastq.gz
VII_33A	CCDB-35013	1.153846153846154e-4	VII	FALSE	FALSE	ERR12552652_1.fastq.gz	ERR12552652_2.fastq.gz
VII_33B	CCDB-35013	1.1500127779197548e-4	VII	FALSE	FALSE	ERR12552653_1.fastq.gz	ERR12552653_2.fastq.gz
YAK_38A	CCDB-35013	1.193633952254642e-4	YAK	FALSE	FALSE	ERR12552654_1.fastq.gz	ERR12552654_2.fastq.gz
YAK_39A	CCDB-35013	1.193633952254642e-4	YAK	FALSE	FALSE	ERR12552655_1.fastq.gz	ERR12552655_2.fastq.gz
YAK_40A	CCDB-35013	1.240694789081886e-4	YAK	FALSE	FALSE	ERR12552656_2.fastq.gz	ERR12552656_1.fastq.gz
YAK_41A	CCDB-35013	1.2231584669747215e-4	YAK	FALSE	FALSE	ERR12552657_2.fastq.gz	ERR12552657_1.fastq.gz
YAK_43A	CCDB-35013	1.193633952254642e-4	YAK	FALSE	FALSE	ERR12552658_1.fastq.gz	ERR12552658_2.fastq.gz
YAK_44A	CCDB-35013	1.3211978860833823e-4	YAK	FALSE	FALSE	ERR12552659_1.fastq.gz	ERR12552659_2.fastq.gz
YAK_45A	CCDB-35013	1.153846153846154e-4	YAK	FALSE	FALSE	ERR12552660_2.fastq.gz	ERR12552660_1.fastq.gz
YAK_46A	CCDB-35013	1.254180602006689e-4	YAK	FALSE	FALSE	ERR12552665_1.fastq.gz	ERR12552665_2.fastq.gz
YAK_47B	CCDB-35013	1.1977641735427205e-4	YAK	FALSE	FALSE	ERR12552667_2.fastq.gz	ERR12552667_1.fastq.gz
YNC_3A	CCDB-35013	1.2010889873485296e-4	YNC	FALSE	FALSE	ERR12552668_1.fastq.gz	ERR12552668_2.fastq.gz
YNC_3B	CCDB-35013	1.201923076923077e-4	YNC	FALSE	FALSE	ERR12552756_1.fastq.gz	ERR12552756_2.fastq.gz
ZUR_22A	CCDB-35013	1.201923076923077e-4	ZUR	FALSE	FALSE	ERR12552757_2.fastq.gz	ERR12552757_1.fastq.gz
ZUR_22B	CCDB-35013	1.201923076923077e-4	ZUR	FALSE	FALSE	ERR12552758_2.fastq.gz	ERR12552758_1.fastq.gz
ABE_40A	CCDB-35014	1.201923076923077e-4	ABE	FALSE	FALSE	ERR12552759_1.fastq.gz	ERR12552759_2.fastq.gz
ABE_41A	CCDB-35014	1.201923076923077e-4	ABE	FALSE	FALSE	ERR12552760_2.fastq.gz	ERR12552760_1.fastq.gz
ABE_42A	CCDB-35014	1.201923076923077e-4	ABE	FALSE	FALSE	ERR12552761_1.fastq.gz	ERR12552761_2.fastq.gz
ABE_43A	CCDB-35014	1.201923076923077e-4	ABE	FALSE	FALSE	ERR12552762_1.fastq.gz	ERR12552762_2.fastq.gz
ABE_44A	CCDB-35014	1.201923076923077e-4	ABE	FALSE	FALSE	ERR12552763_2.fastq.gz	ERR12552763_1.fastq.gz
ABE_45A	CCDB-35014	1.201923076923077e-4	ABE	FALSE	FALSE	ERR12552765_1.fastq.gz	ERR12552765_2.fastq.gz
ABE_46A	CCDB-35014	1.201923076923077e-4	ABE	FALSE	FALSE	ERR12552766_2.fastq.gz	ERR12552766_1.fastq.gz
ABE_48A	CCDB-35014	1.201923076923077e-4	ABE	FALSE	FALSE	ERR12552767_1.fastq.gz	ERR12552767_2.fastq.gz
ABE_49A	CCDB-35014	1.201923076923077e-4	ABE	FALSE	FALSE	ERR12552768_1.fastq.gz	ERR12552768_2.fastq.gz
ABE_50A	CCDB-35014	1.201923076923077e-4	ABE	FALSE	FALSE	ERR12552769_1.fastq.gz	ERR12552769_2.fastq.gz
ABE_51A	CCDB-35014	1.201923076923077e-4	ABE	FALSE	FALSE	ERR12552770_1.fastq.gz	ERR12552770_2.fastq.gz
ABE_52B	CCDB-35014	1.201923076923077e-4	ABE	FALSE	FALSE	ERR12552771_1.fastq.gz	ERR12552771_2.fastq.gz
ABE_53A	CCDB-35014	1.201923076923077e-4	ABE	FALSE	FALSE	ERR12552772_1.fastq.gz	ERR12552772_2.fastq.gz
ABE_55B	CCDB-35014	1.201923076923077e-4	ABE	FALSE	FALSE	ERR12552773_1.fastq.gz	ERR12552773_2.fastq.gz
ABE_57A	CCDB-35014	1.201923076923077e-4	ABE	FALSE	FALSE	ERR12552774_2.fastq.gz	ERR12552774_1.fastq.gz
ABE_58A	CCDB-35014	1.201923076923077e-4	ABE	FALSE	FALSE	ERR12552776_1.fastq.gz	ERR12552776_2.fastq.gz
ABE_59A	CCDB-35014	1.201923076923077e-4	ABE	FALSE	FALSE	ERR12552777_2.fastq.gz	ERR12552777_1.fastq.gz
ABE_60A	CCDB-35014	1.201923076923077e-4	ABE	FALSE	FALSE	ERR12552778_2.fastq.gz	ERR12552778_1.fastq.gz
ABE_61A	CCDB-35014	1.201923076923077e-4	ABE	FALSE	FALSE	ERR12552779_2.fastq.gz	ERR12552779_1.fastq.gz
ABE_62A	CCDB-35014	1.201923076923077e-4	ABE	FALSE	FALSE	ERR12552780_1.fastq.gz	ERR12552780_2.fastq.gz
ABE_63A	CCDB-35014	1.201923076923077e-4	ABE	FALSE	FALSE	ERR12552781_2.fastq.gz	ERR12552781_1.fastq.gz
ABE_64A	CCDB-35014	1.201923076923077e-4	ABE	FALSE	FALSE	ERR12552782_2.fastq.gz	ERR12552782_1.fastq.gz
ABE_65A	CCDB-35014	1.201923076923077e-4	ABE	FALSE	FALSE	ERR12552783_2.fastq.gz	ERR12552783_1.fastq.gz
ABE_66A	CCDB-35014	1.201923076923077e-4	ABE	FALSE	FALSE	ERR12552784_1.fastq.gz	ERR12552784_2.fastq.gz
ABE_67A	CCDB-35014	1.201923076923077e-4	ABE	FALSE	FALSE	ERR12552785_2.fastq.gz	ERR12552785_1.fastq.gz
ABE_68A	CCDB-35014	1.201923076923077e-4	ABE	FALSE	FALSE	ERR12552787_2.fastq.gz	ERR12552787_1.fastq.gz
ABE_69A	CCDB-35014	1.201923076923077e-4	ABE	FALSE	FALSE	ERR12552788_2.fastq.gz	ERR12552788_1.fastq.gz
CBN_18A	CCDB-35014	1.2027583257604104e-4	CBN	FALSE	FALSE	ERR12552789_1.fastq.gz	ERR12552789_2.fastq.gz
CBN_19A	CCDB-35014	1.2027583257604104e-4	CBN	FALSE	FALSE	ERR12552790_2.fastq.gz	ERR12552790_1.fastq.gz
CBN_20A	CCDB-35014	1.2027583257604104e-4	CBN	FALSE	FALSE	ERR12552791_1.fastq.gz	ERR12552791_2.fastq.gz
CBN_21A	CCDB-35014	1.2027583257604104e-4	CBN	FALSE	FALSE	ERR12552792_2.fastq.gz	ERR12552792_1.fastq.gz
CBN_22A	CCDB-35014	1.2027583257604104e-4	CBN	FALSE	FALSE	ERR12552793_1.fastq.gz	ERR12552793_2.fastq.gz
CBN_23A	CCDB-35014	1.2027583257604104e-4	CBN	FALSE	FALSE	ERR12552794_2.fastq.gz	ERR12552794_1.fastq.gz
CBN_24A	CCDB-35014	1.2027583257604104e-4	CBN	FALSE	FALSE	ERR12552795_2.fastq.gz	ERR12552795_1.fastq.gz
CBN_25A	CCDB-35014	1.2027583257604104e-4	CBN	FALSE	FALSE	ERR12552796_1.fastq.gz	ERR12552796_2.fastq.gz
EUR_28A	CCDB-35014	1.1977641735427205e-4	EUR	FALSE	FALSE	ERR12552799_2.fastq.gz	ERR12552799_1.fastq.gz
EUR_29A	CCDB-35014	1.201923076923077e-4	EUR	FALSE	FALSE	ERR12552800_2.fastq.gz	ERR12552800_1.fastq.gz
EUR_30A	CCDB-35014	1.201923076923077e-4	EUR	FALSE	FALSE	ERR12552801_2.fastq.gz	ERR12552801_1.fastq.gz
EUR_31A	CCDB-35014	1.201923076923077e-4	EUR	FALSE	FALSE	ERR12552802_1.fastq.gz	ERR12552802_2.fastq.gz
EUR_32B	CCDB-35014	1.2061109622085232e-4	EUR	FALSE	FALSE	ERR12552803_1.fastq.gz	ERR12552803_2.fastq.gz
EUR_33B	CCDB-35014	1.20359473627902e-4	EUR	FALSE	FALSE	ERR12552804_1.fastq.gz	ERR12552804_2.fastq.gz
EUR_34A	CCDB-35014	1.1994242763473532e-4	EUR	FALSE	FALSE	ERR12552805_2.fastq.gz	ERR12552805_1.fastq.gz
EUR_35B	CCDB-35014	1.2061109622085232e-4	EUR	FALSE	FALSE	ERR12552806_1.fastq.gz	ERR12552806_2.fastq.gz
EUR_36B	CCDB-35014	1.1977641735427205e-4	EUR	FALSE	FALSE	ERR12552807_1.fastq.gz	ERR12552807_2.fastq.gz
EUR_37A	CCDB-35014	1.201923076923077e-4	EUR	FALSE	FALSE	ERR12552808_2.fastq.gz	ERR12552808_1.fastq.gz
EUR_38A	CCDB-35014	1.1977641735427205e-4	EUR	FALSE	FALSE	ERR12552810_1.fastq.gz	ERR12552810_2.fastq.gz
EUR_39A	CCDB-35014	1.1977641735427205e-4	EUR	FALSE	FALSE	ERR12552811_2.fastq.gz	ERR12552811_1.fastq.gz
EUR_40A	CCDB-35014	1.201923076923077e-4	EUR	FALSE	FALSE	ERR12552812_1.fastq.gz	ERR12552812_2.fastq.gz
EUR_41A	CCDB-35014	1.201923076923077e-4	EUR	FALSE	FALSE	ERR12552813_1.fastq.gz	ERR12552813_2.fastq.gz
EUR_42B	CCDB-35014	1.201923076923077e-4	EUR	FALSE	FALSE	ERR12552814_1.fastq.gz	ERR12552814_2.fastq.gz
EUR_43A	CCDB-35014	1.201923076923077e-4	EUR	FALSE	FALSE	ERR12552815_1.fastq.gz	ERR12552815_2.fastq.gz
EUR_44A	CCDB-35014	1.201923076923077e-4	EUR	FALSE	FALSE	ERR12552816_2.fastq.gz	ERR12552816_1.fastq.gz
EUR_45B	CCDB-35014	1.1166253101736974e-4	EUR	FALSE	FALSE	ERR12552817_2.fastq.gz	ERR12552817_1.fastq.gz
EUR_46A	CCDB-35014	1.201923076923077e-4	EUR	FALSE	FALSE	ERR12552818_1.fastq.gz	ERR12552818_2.fastq.gz
EUR_47A	CCDB-35014	1.1977641735427205e-4	EUR	FALSE	FALSE	ERR12552819_2.fastq.gz	ERR12552819_1.fastq.gz
EUR_48A	CCDB-35014	1.201923076923077e-4	EUR	FALSE	FALSE	ERR12552822_1.fastq.gz	ERR12552822_2.fastq.gz
EUR_49A	CCDB-35014	1.1773940345368918e-4	EUR	FALSE	FALSE	ERR12552823_1.fastq.gz	ERR12552823_2.fastq.gz
EUR_50A	CCDB-35014	1.201923076923077e-4	EUR	FALSE	FALSE	ERR12552824_2.fastq.gz	ERR12552824_1.fastq.gz
EUR_51B	CCDB-35014	1.201923076923077e-4	EUR	FALSE	FALSE	ERR12552825_1.fastq.gz	ERR12552825_2.fastq.gz
EUR_52A	CCDB-35014	1.1854583772391992e-4	EUR	FALSE	FALSE	ERR12552826_1.fastq.gz	ERR12552826_2.fastq.gz
FTS_49A	CCDB-35014	1.201923076923077e-4	FTS	FALSE	FALSE	ERR12552827_1.fastq.gz	ERR12552827_2.fastq.gz
FTS_50A	CCDB-35014	1.201923076923077e-4	FTS	FALSE	FALSE	ERR12552828_2.fastq.gz	ERR12552828_1.fastq.gz
FTS_51A	CCDB-35014	1.201923076923077e-4	FTS	FALSE	FALSE	ERR12552829_1.fastq.gz	ERR12552829_2.fastq.gz
TUR_45A	CCDB-35014	1.20359473627902e-4	TUR	FALSE	FALSE	ERR12552830_1.fastq.gz	ERR12552830_2.fastq.gz
TUR_46A	CCDB-35014	1.2069520437721275e-4	TUR	FALSE	FALSE	ERR12552831_1.fastq.gz	ERR12552831_2.fastq.gz
TUR_47A	CCDB-35014	1.2044323109041271e-4	TUR	FALSE	FALSE	ERR12552833_1.fastq.gz	ERR12552833_2.fastq.gz
TUR_48B	CCDB-35014	1.201923076923077e-4	TUR	FALSE	FALSE	ERR12552834_1.fastq.gz	ERR12552834_2.fastq.gz
TUR_49A	CCDB-35014	1.2002560546249866e-4	TUR	FALSE	FALSE	ERR12552835_1.fastq.gz	ERR12552835_2.fastq.gz
TUR_50A	CCDB-35014	1.2103281334050568e-4	TUR	FALSE	FALSE	ERR12552836_2.fastq.gz	ERR12552836_1.fastq.gz
TUR_52A	CCDB-35014	1.21542783059637e-4	TUR	FALSE	FALSE	ERR12552837_1.fastq.gz	ERR12552837_2.fastq.gz
WOR_53A	CCDB-35014	1.201923076923077e-4	WOR	FALSE	FALSE	ERR12552838_2.fastq.gz	ERR12552838_1.fastq.gz
WOR_54A	CCDB-35014	1.201923076923077e-4	WOR	FALSE	FALSE	ERR12552839_1.fastq.gz	ERR12552839_2.fastq.gz
WOR_55A	CCDB-35014	1.201923076923077e-4	WOR	FALSE	FALSE	ERR12552840_2.fastq.gz	ERR12552840_1.fastq.gz
WOR_56A	CCDB-35014	1.201923076923077e-4	WOR	FALSE	FALSE	ERR12552841_1.fastq.gz	ERR12552841_2.fastq.gz
WOR_57B	CCDB-35014	1.201923076923077e-4	WOR	FALSE	FALSE	ERR12552842_1.fastq.gz	ERR12552842_2.fastq.gz
WOR_58A	CCDB-35014	1.201923076923077e-4	WOR	FALSE	FALSE	ERR12552844_1.fastq.gz	ERR12552844_2.fastq.gz
WOR_59B	CCDB-35014	1.201923076923077e-4	WOR	FALSE	FALSE	ERR12552845_1.fastq.gz	ERR12552845_2.fastq.gz
WOR_60B	CCDB-35014	1.201923076923077e-4	WOR	FALSE	FALSE	ERR12552846_1.fastq.gz	ERR12552846_2.fastq.gz
WOR_61B	CCDB-35014	1.201923076923077e-4	WOR	FALSE	FALSE	ERR12552847_1.fastq.gz	ERR12552847_2.fastq.gz
WOR_62A	CCDB-35014	1.201923076923077e-4	WOR	FALSE	FALSE	ERR12552848_1.fastq.gz	ERR12552848_2.fastq.gz
WOR_63A	CCDB-35014	1.201923076923077e-4	WOR	FALSE	FALSE	ERR12552849_1.fastq.gz	ERR12552849_2.fastq.gz
WOR_64B	CCDB-35014	1.201923076923077e-4	WOR	FALSE	FALSE	ERR12552850_1.fastq.gz	ERR12552850_2.fastq.gz
WOR_65B	CCDB-35014	1.2145748987854252e-4	WOR	FALSE	FALSE	ERR12552851_1.fastq.gz	ERR12552851_2.fastq.gz
WOR_66A	CCDB-35014	1.2145748987854252e-4	WOR	FALSE	FALSE	ERR12552852_2.fastq.gz	ERR12552852_1.fastq.gz
ABI_57B	CCDB-35015	1.201923076923077e-4	ABI	FALSE	FALSE	ERR12552853_2.fastq.gz	ERR12552853_1.fastq.gz
ABI_58A	CCDB-35015	1.201923076923077e-4	ABI	FALSE	FALSE	ERR12552855_2.fastq.gz	ERR12552855_1.fastq.gz
ABI_59B	CCDB-35015	1.2061109622085232e-4	ABI	FALSE	FALSE	ERR12552856_1.fastq.gz	ERR12552856_2.fastq.gz
ABI_60A	CCDB-35015	1.201923076923077e-4	ABI	FALSE	FALSE	ERR12552857_1.fastq.gz	ERR12552857_2.fastq.gz
ABI_61A	CCDB-35015	1.2086377309840995e-4	ABI	FALSE	FALSE	ERR12552858_2.fastq.gz	ERR12552858_1.fastq.gz
ABI_62A	CCDB-35015	1.201923076923077e-4	ABI	FALSE	FALSE	ERR12552859_2.fastq.gz	ERR12552859_1.fastq.gz
ABI_63A	CCDB-35015	1.201923076923077e-4	ABI	FALSE	FALSE	ERR12552860_1.fastq.gz	ERR12552860_2.fastq.gz
ARM_53A	CCDB-35015	1.201923076923077e-4	ARM	FALSE	FALSE	ERR12552861_2.fastq.gz	ERR12552861_1.fastq.gz
ARM_54A	CCDB-35015	1.201923076923077e-4	ARM	FALSE	FALSE	ERR12552862_1.fastq.gz	ERR12552862_2.fastq.gz
ARM_55A	CCDB-35015	1.109467455621302e-4	ARM	FALSE	FALSE	ERR12552863_2.fastq.gz	ERR12552863_1.fastq.gz
ARM_56B	CCDB-35015	1.201923076923077e-4	ARM	FALSE	FALSE	ERR12552864_1.fastq.gz	ERR12552864_2.fastq.gz
ARM_57A	CCDB-35015	1.201923076923077e-4	ARM	FALSE	FALSE	ERR12552866_1.fastq.gz	ERR12552866_2.fastq.gz
ARM_58A	CCDB-35015	1.201923076923077e-4	ARM	FALSE	FALSE	ERR12552867_2.fastq.gz	ERR12552867_1.fastq.gz
ARM_59A	CCDB-35015	1.201923076923077e-4	ARM	FALSE	FALSE	ERR12552868_1.fastq.gz	ERR12552868_2.fastq.gz
ARM_60A	CCDB-35015	1.201923076923077e-4	ARM	FALSE	FALSE	ERR12552869_1.fastq.gz	ERR12552869_2.fastq.gz
ARM_61A	CCDB-35015	1.201923076923077e-4	ARM	FALSE	FALSE	ERR12552870_1.fastq.gz	ERR12552870_2.fastq.gz
ARM_62A	CCDB-35015	1.201923076923077e-4	ARM	FALSE	FALSE	ERR12552871_2.fastq.gz	ERR12552871_1.fastq.gz
ARM_63A	CCDB-35015	1.201923076923077e-4	ARM	FALSE	FALSE	ERR12552872_1.fastq.gz	ERR12552872_2.fastq.gz
ARM_64A	CCDB-35015	1.201923076923077e-4	ARM	FALSE	FALSE	ERR12552873_1.fastq.gz	ERR12552873_2.fastq.gz
ARM_65A	CCDB-35015	1.201923076923077e-4	ARM	FALSE	FALSE	ERR12552874_1.fastq.gz	ERR12552874_2.fastq.gz
ARM_66A	CCDB-35015	1.201923076923077e-4	ARM	FALSE	FALSE	ERR12552875_2.fastq.gz	ERR12552875_1.fastq.gz
ARM_67A	CCDB-35015	1.201923076923077e-4	ARM	FALSE	FALSE	ERR12552877_1.fastq.gz	ERR12552877_2.fastq.gz
ARM_68A	CCDB-35015	1.201923076923077e-4	ARM	FALSE	FALSE	ERR12552878_1.fastq.gz	ERR12552878_2.fastq.gz
ARM_69A	CCDB-35015	1.201923076923077e-4	ARM	FALSE	FALSE	ERR12552879_1.fastq.gz	ERR12552879_2.fastq.gz
ARM_70A	CCDB-35015	1.201923076923077e-4	ARM	FALSE	FALSE	ERR12552880_1.fastq.gz	ERR12552880_2.fastq.gz
ARM_71A	CCDB-35015	1.201923076923077e-4	ARM	FALSE	FALSE	ERR12552881_1.fastq.gz	ERR12552881_2.fastq.gz
ARM_72A	CCDB-35015	1.201923076923077e-4	ARM	FALSE	FALSE	ERR12552882_2.fastq.gz	ERR12552882_1.fastq.gz
ARM_73A	CCDB-35015	1.201923076923077e-4	ARM	FALSE	FALSE	ERR12552883_1.fastq.gz	ERR12552883_2.fastq.gz
ARM_74A	CCDB-35015	1.1773940345368918e-4	ARM	FALSE	FALSE	ERR12552884_2.fastq.gz	ERR12552884_1.fastq.gz
ARM_75B	CCDB-35015	1.1773940345368918e-4	ARM	FALSE	FALSE	ERR12552885_2.fastq.gz	ERR12552885_1.fastq.gz
ARM_76B	CCDB-35015	1.1773940345368918e-4	ARM	FALSE	FALSE	ERR12552886_2.fastq.gz	ERR12552886_1.fastq.gz
ARM_77A	CCDB-35015	1.240694789081886e-4	ARM	FALSE	FALSE	ERR12552888_1.fastq.gz	ERR12552888_2.fastq.gz
ARM_78A	CCDB-35015	1.201923076923077e-4	ARM	FALSE	FALSE	ERR12552889_2.fastq.gz	ERR12552889_1.fastq.gz
ARM_79A	CCDB-35015	1.201923076923077e-4	ARM	FALSE	FALSE	ERR12552890_2.fastq.gz	ERR12552890_1.fastq.gz
ARM_80B	CCDB-35015	1.201923076923077e-4	ARM	FALSE	FALSE	ERR12552891_2.fastq.gz	ERR12552891_1.fastq.gz
CHA_14B	CCDB-35015	1.1773940345368918e-4	CHA	FALSE	FALSE	ERR12552892_2.fastq.gz	ERR12552892_1.fastq.gz
CHA_15B	CCDB-35015	1.2103281334050568e-4	CHA	FALSE	FALSE	ERR12552893_2.fastq.gz	ERR12552893_1.fastq.gz
CHA_16B	CCDB-35015	1.201923076923077e-4	CHA	FALSE	FALSE	ERR12552894_1.fastq.gz	ERR12552894_2.fastq.gz
CHA_17A	CCDB-35015	1.201923076923077e-4	CHA	FALSE	FALSE	ERR12552895_2.fastq.gz	ERR12552895_1.fastq.gz
CHA_18B	CCDB-35015	1.193633952254642e-4	CHA	FALSE	FALSE	ERR12552896_1.fastq.gz	ERR12552896_2.fastq.gz
CHA_19A	CCDB-35015	1.189532117367169e-4	CHA	FALSE	FALSE	ERR12552897_2.fastq.gz	ERR12552897_1.fastq.gz
CHA_21A	CCDB-35015	1.181412444211079e-4	CHA	FALSE	FALSE	ERR12552899_1.fastq.gz	ERR12552899_2.fastq.gz
CHA_22B	CCDB-35015	1.181412444211079e-4	CHA	FALSE	FALSE	ERR12552900_2.fastq.gz	ERR12552900_1.fastq.gz
CHA_23A	CCDB-35015	1.1773940345368918e-4	CHA	FALSE	FALSE	ERR12552901_2.fastq.gz	ERR12552901_1.fastq.gz
CHA_24B	CCDB-35015	1.1773940345368918e-4	CHA	FALSE	FALSE	ERR12552902_1.fastq.gz	ERR12552902_2.fastq.gz
CHA_25B	CCDB-35015	1.1773940345368918e-4	CHA	FALSE	FALSE	ERR12552903_2.fastq.gz	ERR12552903_1.fastq.gz
CHA_26A	CCDB-35015	1.1312217194570136e-4	CHA	FALSE	FALSE	ERR12552904_2.fastq.gz	ERR12552904_1.fastq.gz
CHA_27A	CCDB-35015	1.201923076923077e-4	CHA	FALSE	FALSE	ERR12552905_1.fastq.gz	ERR12552905_2.fastq.gz
CHA_28A	CCDB-35015	1.153846153846154e-4	CHA	FALSE	FALSE	ERR12552906_2.fastq.gz	ERR12552906_1.fastq.gz
FTS_52A	CCDB-35015	1.201923076923077e-4	FTS	FALSE	FALSE	ERR12552907_2.fastq.gz	ERR12552907_1.fastq.gz
FTS_53B	CCDB-35015	1.201923076923077e-4	FTS	FALSE	FALSE	ERR12552908_2.fastq.gz	ERR12552908_1.fastq.gz
FTS_54A	CCDB-35015	1.201923076923077e-4	FTS	FALSE	FALSE	ERR12552910_1.fastq.gz	ERR12552910_2.fastq.gz
FTS_57A	CCDB-35015	1.201923076923077e-4	FTS	FALSE	FALSE	ERR12552911_1.fastq.gz	ERR12552911_2.fastq.gz
FTS_58A	CCDB-35015	1.201923076923077e-4	FTS	FALSE	FALSE	ERR12552912_2.fastq.gz	ERR12552912_1.fastq.gz
FTS_59A	CCDB-35015	1.201923076923077e-4	FTS	FALSE	FALSE	ERR12552913_1.fastq.gz	ERR12552913_2.fastq.gz
FTS_60A	CCDB-35015	1.201923076923077e-4	FTS	FALSE	FALSE	ERR12552914_1.fastq.gz	ERR12552914_2.fastq.gz
FTS_61B	CCDB-35015	1.201923076923077e-4	FTS	FALSE	FALSE	ERR12552915_2.fastq.gz	ERR12552915_1.fastq.gz
FTS_62A	CCDB-35015	1.201923076923077e-4	FTS	FALSE	FALSE	ERR12552916_1.fastq.gz	ERR12552916_2.fastq.gz
INR_19_39B	CCDB-35015	1.201923076923077e-4	INR	FALSE	FALSE	ERR12552917_1.fastq.gz	ERR12552917_2.fastq.gz
INR_19_40A	CCDB-35015	1.201923076923077e-4	INR	FALSE	FALSE	ERR12552918_1.fastq.gz	ERR12552918_2.fastq.gz
INR_19_41A	CCDB-35015	1.1694386694386696e-4	INR	FALSE	FALSE	ERR12552919_1.fastq.gz	ERR12552919_2.fastq.gz
INR_19_42A	CCDB-35015	1.201923076923077e-4	INR	FALSE	FALSE	ERR12552921_2.fastq.gz	ERR12552921_1.fastq.gz
INR_19_43A	CCDB-35015	1.201923076923077e-4	INR	FALSE	FALSE	ERR12552922_2.fastq.gz	ERR12552922_1.fastq.gz
INR_19_44A	CCDB-35015	1.1312217194570136e-4	INR	FALSE	FALSE	ERR12552923_1.fastq.gz	ERR12552923_2.fastq.gz
INR_19_45A	CCDB-35015	1.201923076923077e-4	INR	FALSE	FALSE	ERR12552924_1.fastq.gz	ERR12552924_2.fastq.gz
INR_19_46B	CCDB-35015	1.189532117367169e-4	INR	FALSE	FALSE	ERR12552925_2.fastq.gz	ERR12552925_1.fastq.gz
INR_19_47A	CCDB-35015	1.201923076923077e-4	INR	FALSE	FALSE	ERR12552926_2.fastq.gz	ERR12552926_1.fastq.gz
INR_19_48A	CCDB-35015	6.009615384615385e-5	INR	FALSE	FALSE	ERR12552927_2.fastq.gz	ERR12552927_1.fastq.gz
INR_19_49A	CCDB-35015	1.201923076923077e-4	INR	FALSE	FALSE	ERR12552928_2.fastq.gz	ERR12552928_1.fastq.gz
INR_19_50A	CCDB-35015	1.201923076923077e-4	INR	FALSE	FALSE	ERR12552929_1.fastq.gz	ERR12552929_2.fastq.gz
INR_19_51A	CCDB-35015	1.201923076923077e-4	INR	FALSE	FALSE	ERR12552930_2.fastq.gz	ERR12552930_1.fastq.gz
INR_19_52A	CCDB-35015	1.201923076923077e-4	INR	FALSE	FALSE	ERR12552933_1.fastq.gz	ERR12552933_2.fastq.gz
ZRC_40B	CCDB-35015	1.1600329964941224e-4	ZRC	FALSE	FALSE	ERR12552934_1.fastq.gz	ERR12552934_2.fastq.gz
ZRC_41B	CCDB-35015	1.1952826179345516e-4	ZRC	FALSE	FALSE	ERR12552935_2.fastq.gz	ERR12552935_1.fastq.gz
ZRC_42A	CCDB-35015	1.1969358442387488e-4	ZRC	FALSE	FALSE	ERR12552936_2.fastq.gz	ERR12552936_1.fastq.gz
