sample	seqrun	spike_weight	site	extra	control	fastq_R1	fastq_R2
ABE_10A	CCDB-34733	0.00120192307692307	ABE	FALSE	FALSE	ERR12551595_2.fastq.gz	ERR12551595_1.fastq.gz
ABE_13A	CCDB-34733	0.00120192307692307	ABE	FALSE	FALSE	ERR12554611_2.fastq.gz	ERR12554611_1.fastq.gz
ABE_17A	CCDB-34733	0.00120192307692307	ABE	FALSE	FALSE	ERR12638599_2.fastq.gz	ERR12638599_1.fastq.gz
ABE_1A	CCDB-34733	0.00120192307692307	ABE	FALSE	FALSE	ERR12638835_1.fastq.gz	ERR12638835_2.fastq.gz
ABE_21A	CCDB-34733	0.00120192307692307	ABE	FALSE	FALSE	ERR12639070_2.fastq.gz	ERR12639070_1.fastq.gz
ABE_23A	CCDB-34733	0.00120192307692307	ABE	FALSE	FALSE	ERR12639330_1.fastq.gz	ERR12639330_2.fastq.gz
ABE_26A	CCDB-34733	0.00120192307692307	ABE	FALSE	FALSE	ERR12639969_2.fastq.gz	ERR12639969_1.fastq.gz
ABE_29A	CCDB-34733	0.00120192307692307	ABE	FALSE	FALSE	ERR12640093_1.fastq.gz	ERR12640093_2.fastq.gz
ABE_33A	CCDB-34733	0.00120192307692307	ABE	FALSE	FALSE	ERR12640240_2.fastq.gz	ERR12640240_1.fastq.gz
ABE_37A	CCDB-34733	0.00120192307692307	ABE	FALSE	FALSE	ERR12551596_2.fastq.gz	ERR12551596_1.fastq.gz
ABE_4A	CCDB-34733	0.00120192307692307	ABE	FALSE	FALSE	ERR12552335_1.fastq.gz	ERR12552335_2.fastq.gz
ABE_7A	CCDB-34733	0.00120192307692307	ABE	FALSE	FALSE	ERR12552503_1.fastq.gz	ERR12552503_2.fastq.gz
ABI_11A	CCDB-34733	0.00120192307692307	ABI	FALSE	FALSE	ERR12552617_1.fastq.gz	ERR12552617_2.fastq.gz
ABI_19B	CCDB-34733	0.00120192307692307	ABI	FALSE	FALSE	ERR12552820_2.fastq.gz	ERR12552820_1.fastq.gz
ABI_1A	CCDB-34733	0.00120192307692307	ABI	FALSE	FALSE	ERR12552931_2.fastq.gz	ERR12552931_1.fastq.gz
ABI_21A	CCDB-34733	0.00120611096220852	ABI	FALSE	FALSE	ERR12553042_1.fastq.gz	ERR12553042_2.fastq.gz
ABI_23A	CCDB-34733	0.00122749590834697	ABI	FALSE	FALSE	ERR12553154_1.fastq.gz	ERR12553154_2.fastq.gz
ABI_25A	CCDB-34733	0.00119363395225464	ABI	FALSE	FALSE	ERR12553559_1.fastq.gz	ERR12553559_2.fastq.gz
ABI_26B	CCDB-34733	0.00120611096220852	ABI	FALSE	FALSE	ERR12553778_2.fastq.gz	ERR12553778_1.fastq.gz
ABI_3A	CCDB-34733	0.00120192307692307	ABI	FALSE	FALSE	ERR12554619_2.fastq.gz	ERR12554619_1.fastq.gz
ABI_4A	CCDB-34733	0.00118545837723919	ABI	FALSE	FALSE	ERR12629173_1.fastq.gz	ERR12629173_2.fastq.gz
ABI_9A	CCDB-34733	0.00120192307692307	ABI	FALSE	FALSE	ERR12631271_1.fastq.gz	ERR12631271_2.fastq.gz
ARM_14B	CCDB-34733	0.00119363395225464	ARM	FALSE	FALSE	ERR12632240_1.fastq.gz	ERR12632240_2.fastq.gz
ARM_16B	CCDB-34733	0.00122749590834697	ARM	FALSE	FALSE	ERR12633128_1.fastq.gz	ERR12633128_2.fastq.gz
ARM_18A	CCDB-34733	0.00118953211736716	ARM	FALSE	FALSE	ERR12634352_2.fastq.gz	ERR12634352_1.fastq.gz
ARM_20A	CCDB-34733	0.00120192307692307	ARM	FALSE	FALSE	ERR12634732_1.fastq.gz	ERR12634732_2.fastq.gz
ARM_22A	CCDB-34733	0.00120192307692307	ARM	FALSE	FALSE	ERR12634843_2.fastq.gz	ERR12634843_1.fastq.gz
ARM_24B	CCDB-34733	0.00117739403453689	ARM	FALSE	FALSE	ERR12634972_1.fastq.gz	ERR12634972_2.fastq.gz
ARM_26A	CCDB-34733	0.00120192307692307	ARM	FALSE	FALSE	ERR12638588_2.fastq.gz	ERR12638588_1.fastq.gz
ARM_28A	CCDB-34733	0.00115384615384615	ARM	FALSE	FALSE	ERR12638600_1.fastq.gz	ERR12638600_2.fastq.gz
ARM_30A	CCDB-34733	0.00121457489878542	ARM	FALSE	FALSE	ERR12638727_1.fastq.gz	ERR12638727_2.fastq.gz
ARM_34A	CCDB-34733	0.00118953211736716	ARM	FALSE	FALSE	ERR12638739_2.fastq.gz	ERR12638739_1.fastq.gz
ARM_36B	CCDB-34733	0.00120192307692307	ARM	FALSE	FALSE	ERR12638750_2.fastq.gz	ERR12638750_1.fastq.gz
ARM_39B	CCDB-34733	0.00119776417354272	ARM	FALSE	FALSE	ERR12638761_1.fastq.gz	ERR12638761_2.fastq.gz
BAV_13B	CCDB-34733	0.00122315846697472	BAV	FALSE	FALSE	ERR12638772_2.fastq.gz	ERR12638772_1.fastq.gz
BAV_19A	CCDB-34733	0.00126333520494104	BAV	FALSE	FALSE	ERR12638783_1.fastq.gz	ERR12638783_2.fastq.gz
BAV_1A	CCDB-34733	0.00120611096220852	BAV	FALSE	FALSE	ERR12638795_1.fastq.gz	ERR12638795_2.fastq.gz
BAV_22A	CCDB-34733	0.00119776417354272	BAV	FALSE	FALSE	ERR12638806_2.fastq.gz	ERR12638806_1.fastq.gz
BAV_25B	CCDB-34733	0.00127262443438914	BAV	FALSE	FALSE	ERR12638817_1.fastq.gz	ERR12638817_2.fastq.gz
BAV_29A	CCDB-34733	0.00118141244421107	BAV	FALSE	FALSE	ERR12638836_1.fastq.gz	ERR12638836_2.fastq.gz
BAV_3A	CCDB-34733	0.00125874125874125	BAV	FALSE	FALSE	ERR12638853_2.fastq.gz	ERR12638853_1.fastq.gz
BAV_5B	CCDB-34733	0.0011094674556213	BAV	FALSE	FALSE	ERR12638874_2.fastq.gz	ERR12638874_1.fastq.gz
BAV_9B	CCDB-34733	0.00123626373626373	BAV	FALSE	FALSE	ERR12638890_2.fastq.gz	ERR12638890_1.fastq.gz
BAV_2A_extra	CCDB-34733	0.00119776417354272	BAV	TRUE	FALSE	ERR12638909_2.fastq.gz	ERR12638909_1.fastq.gz
BAV_7A_extra	CCDB-34733	0.00121457489878542	BAV	TRUE	FALSE	ERR12638927_1.fastq.gz	ERR12638927_2.fastq.gz
BAV_9B_extra	CCDB-34733	0.00123626373626373	BAV	TRUE	FALSE	ERR12638944_1.fastq.gz	ERR12638944_2.fastq.gz
BEN_11A	CCDB-34733	0.00120863773098409	BEN	FALSE	FALSE	ERR12638959_2.fastq.gz	ERR12638959_1.fastq.gz
BEN_14A	CCDB-34733	0.0011928113237555	BEN	FALSE	FALSE	ERR12639020_1.fastq.gz	ERR12639020_2.fastq.gz
BEN_17A	CCDB-34733	0.00120192307692307	BEN	FALSE	FALSE	ERR12639043_2.fastq.gz	ERR12639043_1.fastq.gz
BEN_20A	CCDB-34733	0.00120275832576041	BEN	FALSE	FALSE	ERR12639072_2.fastq.gz	ERR12639072_1.fastq.gz
BEN_23A	CCDB-34733	0.00119528261793455	BEN	FALSE	FALSE	ERR12639132_1.fastq.gz	ERR12639132_2.fastq.gz
BEN_25A	CCDB-34733	0.00120192307692307	BEN	FALSE	FALSE	ERR12639149_2.fastq.gz	ERR12639149_1.fastq.gz
BEN_27B	CCDB-34733	0.00120108898734852	BEN	FALSE	FALSE	ERR12639163_2.fastq.gz	ERR12639163_1.fastq.gz
BEN_2B	CCDB-34733	0.00120192307692307	BEN	FALSE	FALSE	ERR12639180_1.fastq.gz	ERR12639180_2.fastq.gz
BEN_31B	CCDB-34733	0.00120359473627902	BEN	FALSE	FALSE	ERR12639197_1.fastq.gz	ERR12639197_2.fastq.gz
BEN_34A	CCDB-34733	0.00120192307692307	BEN	FALSE	FALSE	ERR12639211_2.fastq.gz	ERR12639211_1.fastq.gz
BEN_37B	CCDB-34733	0.0011928113237555	BEN	FALSE	FALSE	ERR12639226_1.fastq.gz	ERR12639226_2.fastq.gz
BEN_7A	CCDB-34733	0.00120192307692307	BEN	FALSE	FALSE	ERR12639241_2.fastq.gz	ERR12639241_1.fastq.gz
CAM_10A	CCDB-34733	0.00120611096220852	CAM	FALSE	FALSE	ERR12639315_1.fastq.gz	ERR12639315_2.fastq.gz
CAM_11A	CCDB-34733	0.00120192307692307	CAM	FALSE	FALSE	ERR12639332_2.fastq.gz	ERR12639332_1.fastq.gz
CAM_12A	CCDB-34733	0.00120108898734852	CAM	FALSE	FALSE	ERR12639346_2.fastq.gz	ERR12639346_1.fastq.gz
CAM_1A	CCDB-34733	0.00120359473627902	CAM	FALSE	FALSE	ERR12639362_2.fastq.gz	ERR12639362_1.fastq.gz
CAM_2B	CCDB-34733	0.00120863773098409	CAM	FALSE	FALSE	ERR12639786_2.fastq.gz	ERR12639786_1.fastq.gz
CAM_4A	CCDB-34733	0.00118060656941966	CAM	FALSE	FALSE	ERR12639804_1.fastq.gz	ERR12639804_2.fastq.gz
CAM_5A	CCDB-34733	0.00115384615384615	CAM	FALSE	FALSE	ERR12639821_1.fastq.gz	ERR12639821_2.fastq.gz
CAM_8B	CCDB-34733	0.00119363395225464	CAM	FALSE	FALSE	ERR12639838_2.fastq.gz	ERR12639838_1.fastq.gz
CAM_9A	CCDB-34733	0.00121032813340505	CAM	FALSE	FALSE	ERR12639923_1.fastq.gz	ERR12639923_2.fastq.gz
CHA_10A	CCDB-34733	0.00121885157096424	CHA	FALSE	FALSE	ERR12639938_1.fastq.gz	ERR12639938_2.fastq.gz
CHA_12A	CCDB-34733	0.00120192307692307	CHA	FALSE	FALSE	ERR12639950_2.fastq.gz	ERR12639950_1.fastq.gz
CHA_13A	CCDB-34733	0.00115384615384615	CHA	FALSE	FALSE	ERR12639970_1.fastq.gz	ERR12639970_2.fastq.gz
CHA_1A	CCDB-34733	0.00113122171945701	CHA	FALSE	FALSE	ERR12639981_2.fastq.gz	ERR12639981_1.fastq.gz
CHA_2A	CCDB-34733	0.001078360891445	CHA	FALSE	FALSE	ERR12639992_2.fastq.gz	ERR12639992_1.fastq.gz
CHA_3A	CCDB-34733	0.00120192307692307	CHA	FALSE	FALSE	ERR12640003_2.fastq.gz	ERR12640003_1.fastq.gz
CHA_5A	CCDB-34733	0.00119776417354272	CHA	FALSE	FALSE	ERR12640014_1.fastq.gz	ERR12640014_2.fastq.gz
CHA_9A	CCDB-34733	0.00102412380518889	CHA	FALSE	FALSE	ERR12640025_1.fastq.gz	ERR12640025_2.fastq.gz
COR_10A	CCDB-34733	0.00103950103950103	COR	FALSE	FALSE	ERR12640036_2.fastq.gz	ERR12640036_1.fastq.gz
COR_12B	CCDB-34733	0.00116159008776458	COR	FALSE	FALSE	ERR12640047_1.fastq.gz	ERR12640047_2.fastq.gz
COR_16A	CCDB-34733	0.00112387612387612	COR	FALSE	FALSE	ERR12640058_1.fastq.gz	ERR12640058_2.fastq.gz
COR_17A	CCDB-34733	0.00117739403453689	COR	FALSE	FALSE	ERR12640082_1.fastq.gz	ERR12640082_2.fastq.gz
COR_1A	CCDB-34733	0.00120192307692307	COR	FALSE	FALSE	ERR12640094_2.fastq.gz	ERR12640094_1.fastq.gz
COR_3A	CCDB-34733	0.00120192307692307	COR	FALSE	FALSE	ERR12640105_1.fastq.gz	ERR12640105_2.fastq.gz
COR_4A	CCDB-34733	0.00119198982835346	COR	FALSE	FALSE	ERR12640116_1.fastq.gz	ERR12640116_2.fastq.gz
COR_6A	CCDB-34733	0.00103021978021978	COR	FALSE	FALSE	ERR12640127_1.fastq.gz	ERR12640127_2.fastq.gz
COR_8A	CCDB-34733	0.00116550116550116	COR	FALSE	FALSE	ERR12640146_2.fastq.gz	ERR12640146_1.fastq.gz
COR_19A	CCDB-34734	0.00118953211736716	COR	FALSE	FALSE	ERR12640157_1.fastq.gz	ERR12640157_2.fastq.gz
COR_21A	CCDB-34734	0.00120192307692307	COR	FALSE	FALSE	ERR12640168_1.fastq.gz	ERR12640168_2.fastq.gz
COR_23B	CCDB-34734	0.00121457489878542	COR	FALSE	FALSE	ERR12640179_1.fastq.gz	ERR12640179_2.fastq.gz
EDM_14B	CCDB-34734	0.00120192307692307	EDM	FALSE	FALSE	ERR12640218_1.fastq.gz	ERR12640218_2.fastq.gz
EDM_16A	CCDB-34734	0.00120192307692307	EDM	FALSE	FALSE	ERR12640229_2.fastq.gz	ERR12640229_1.fastq.gz
EDM_18B	CCDB-34734	0.00120192307692307	EDM	FALSE	FALSE	ERR12640241_1.fastq.gz	ERR12640241_2.fastq.gz
EDM_1A	CCDB-34734	0.00120192307692307	EDM	FALSE	FALSE	ERR12640252_1.fastq.gz	ERR12640252_2.fastq.gz
EDM_21A	CCDB-34734	0.00120192307692307	EDM	FALSE	FALSE	ERR12640263_2.fastq.gz	ERR12640263_1.fastq.gz
EDM_23A	CCDB-34734	0.00120192307692307	EDM	FALSE	FALSE	ERR12640274_1.fastq.gz	ERR12640274_2.fastq.gz
EDM_26A	CCDB-34734	0.00120192307692307	EDM	FALSE	FALSE	ERR12640285_1.fastq.gz	ERR12640285_2.fastq.gz
EDM_29A	CCDB-34734	0.00120192307692307	EDM	FALSE	FALSE	ERR12640296_2.fastq.gz	ERR12640296_1.fastq.gz
EDM_33A	CCDB-34734	0.00120192307692307	EDM	FALSE	FALSE	ERR12640307_1.fastq.gz	ERR12640307_2.fastq.gz
EDM_35B	CCDB-34734	0.00120192307692307	EDM	FALSE	FALSE	ERR12640318_1.fastq.gz	ERR12640318_2.fastq.gz
EDM_5B	CCDB-34734	0.00120192307692307	EDM	FALSE	FALSE	ERR12640329_1.fastq.gz	ERR12640329_2.fastq.gz
EDM_8A	CCDB-34734	0.00120192307692307	EDM	FALSE	FALSE	ERR12640340_2.fastq.gz	ERR12640340_1.fastq.gz
FTS_12A	CCDB-34734	0.00120192307692307	FTS	FALSE	FALSE	ERR12551598_2.fastq.gz	ERR12551598_1.fastq.gz
FTS_15A	CCDB-34734	0.00120192307692307	FTS	FALSE	FALSE	ERR12551691_1.fastq.gz	ERR12551691_2.fastq.gz
FTS_18A	CCDB-34734	0.00120192307692307	FTS	FALSE	FALSE	ERR12551706_1.fastq.gz	ERR12551706_2.fastq.gz
FTS_21B	CCDB-34734	0.00120192307692307	FTS	FALSE	FALSE	ERR12552037_2.fastq.gz	ERR12552037_1.fastq.gz
FTS_23B	CCDB-34734	0.00120192307692307	FTS	FALSE	FALSE	ERR12552064_1.fastq.gz	ERR12552064_2.fastq.gz
FTS_25B	CCDB-34734	0.00120192307692307	FTS	FALSE	FALSE	ERR12552121_2.fastq.gz	ERR12552121_1.fastq.gz
FTS_2A	CCDB-34734	0.00120192307692307	FTS	FALSE	FALSE	ERR12552272_2.fastq.gz	ERR12552272_1.fastq.gz
FTS_30A	CCDB-34734	0.00120192307692307	FTS	FALSE	FALSE	ERR12552288_2.fastq.gz	ERR12552288_1.fastq.gz
FTS_32A	CCDB-34734	0.00120192307692307	FTS	FALSE	FALSE	ERR12552303_2.fastq.gz	ERR12552303_1.fastq.gz
FTS_4A	CCDB-34734	0.00120192307692307	FTS	FALSE	FALSE	ERR12552319_1.fastq.gz	ERR12552319_2.fastq.gz
FTS_6A	CCDB-34734	0.00120192307692307	FTS	FALSE	FALSE	ERR12552336_1.fastq.gz	ERR12552336_2.fastq.gz
FTS_9A	CCDB-34734	0.00120192307692307	FTS	FALSE	FALSE	ERR12552350_1.fastq.gz	ERR12552350_2.fastq.gz
HAI_14A	CCDB-34734	0.00120192307692307	HAI	FALSE	FALSE	ERR12552364_1.fastq.gz	ERR12552364_2.fastq.gz
HAI_17A	CCDB-34734	0.00120192307692307	HAI	FALSE	FALSE	ERR12552392_1.fastq.gz	ERR12552392_2.fastq.gz
HAI_19B	CCDB-34734	0.00120192307692307	HAI	FALSE	FALSE	ERR12552410_1.fastq.gz	ERR12552410_2.fastq.gz
HAI_22A	CCDB-34734	0.00120192307692307	HAI	FALSE	FALSE	ERR12552424_2.fastq.gz	ERR12552424_1.fastq.gz
HAI_26B	CCDB-34734	0.00120192307692307	HAI	FALSE	FALSE	ERR12552445_1.fastq.gz	ERR12552445_2.fastq.gz
HAI_29A	CCDB-34734	0.00120192307692307	HAI	FALSE	FALSE	ERR12552462_2.fastq.gz	ERR12552462_1.fastq.gz
HAI_32A	CCDB-34734	0.00120192307692307	HAI	FALSE	FALSE	ERR12552480_2.fastq.gz	ERR12552480_1.fastq.gz
HAI_35A	CCDB-34734	0.00120192307692307	HAI	FALSE	FALSE	ERR12552492_1.fastq.gz	ERR12552492_2.fastq.gz
HAI_38A	CCDB-34734	0.00120192307692307	HAI	FALSE	FALSE	ERR12552504_1.fastq.gz	ERR12552504_2.fastq.gz
HAW_10B	CCDB-34734	0.00119776417354272	HAW	FALSE	FALSE	ERR12552515_1.fastq.gz	ERR12552515_2.fastq.gz
HAW_15A	CCDB-34734	0.00119363395225464	HAW	FALSE	FALSE	ERR12552526_1.fastq.gz	ERR12552526_2.fastq.gz
HAW_16A	CCDB-34734	0.00122749590834697	HAW	FALSE	FALSE	ERR12552537_1.fastq.gz	ERR12552537_2.fastq.gz
HAW_19B	CCDB-34734	0.00120192307692307	HAW	FALSE	FALSE	ERR12552551_2.fastq.gz	ERR12552551_1.fastq.gz
HAW_21A	CCDB-34734	0.00104895104895104	HAW	FALSE	FALSE	ERR12552562_2.fastq.gz	ERR12552562_1.fastq.gz
HAW_22A	CCDB-34734	0.00117739403453689	HAW	FALSE	FALSE	ERR12552573_2.fastq.gz	ERR12552573_1.fastq.gz
HAW_24A	CCDB-34734	0.00117739403453689	HAW	FALSE	FALSE	ERR12552584_2.fastq.gz	ERR12552584_1.fastq.gz
HAW_26A	CCDB-34734	0.00115384615384615	HAW	FALSE	FALSE	ERR12552595_2.fastq.gz	ERR12552595_1.fastq.gz
HAW_2A	CCDB-34734	0.00119363395225464	HAW	FALSE	FALSE	ERR12552606_1.fastq.gz	ERR12552606_2.fastq.gz
HAW_4A	CCDB-34734	0.00114620478858889	HAW	FALSE	FALSE	ERR12552618_2.fastq.gz	ERR12552618_1.fastq.gz
HAW_6A	CCDB-34734	0.00113122171945701	HAW	FALSE	FALSE	ERR12552629_2.fastq.gz	ERR12552629_1.fastq.gz
HAW_8B	CCDB-34734	0.00119776417354272	HAW	FALSE	FALSE	ERR12552640_1.fastq.gz	ERR12552640_2.fastq.gz
IGL_11A	CCDB-34734	0.00117739403453689	IGL	FALSE	FALSE	ERR12552651_2.fastq.gz	ERR12552651_1.fastq.gz
IGL_13B	CCDB-34734	0.00119363395225464	IGL	FALSE	FALSE	ERR12552666_1.fastq.gz	ERR12552666_2.fastq.gz
IGL_15B	CCDB-34734	0.00120192307692307	IGL	FALSE	FALSE	ERR12552764_1.fastq.gz	ERR12552764_2.fastq.gz
IGL_18A	CCDB-34734	0.00120192307692307	IGL	FALSE	FALSE	ERR12552775_2.fastq.gz	ERR12552775_1.fastq.gz
IGL_1B	CCDB-34734	5.876975316703669e-4	IGL	FALSE	FALSE	ERR12552786_2.fastq.gz	ERR12552786_1.fastq.gz
IGL_21A	CCDB-34734	0.00117739403453689	IGL	FALSE	FALSE	ERR12552797_1.fastq.gz	ERR12552797_2.fastq.gz
IGL_23B	CCDB-34734	0.00120192307692307	IGL	FALSE	FALSE	ERR12552809_1.fastq.gz	ERR12552809_2.fastq.gz
IGL_26A	CCDB-34734	0.00120192307692307	IGL	FALSE	FALSE	ERR12552821_1.fastq.gz	ERR12552821_2.fastq.gz
IGL_3A	CCDB-34734	6.137479541734861e-4	IGL	FALSE	FALSE	ERR12552832_1.fastq.gz	ERR12552832_2.fastq.gz
IGL_5A	CCDB-34734	0.00115001277791975	IGL	FALSE	FALSE	ERR12552843_1.fastq.gz	ERR12552843_2.fastq.gz
IGL_8A	CCDB-34734	0.00115001277791975	IGL	FALSE	FALSE	ERR12552854_2.fastq.gz	ERR12552854_1.fastq.gz
IGL_9A	CCDB-34734	0.00115001277791975	IGL	FALSE	FALSE	ERR12552865_1.fastq.gz	ERR12552865_2.fastq.gz
INR_19_10A	CCDB-34734	0.00120192307692307	INR	FALSE	FALSE	ERR12552876_2.fastq.gz	ERR12552876_1.fastq.gz
INR_19_11B	CCDB-34734	0.00120192307692307	INR	FALSE	FALSE	ERR12552887_1.fastq.gz	ERR12552887_2.fastq.gz
INR_19_17A	CCDB-34734	0.00120192307692307	INR	FALSE	FALSE	ERR12552898_1.fastq.gz	ERR12552898_2.fastq.gz
INR_19_1B	CCDB-34734	0.00120192307692307	INR	FALSE	FALSE	ERR12552909_2.fastq.gz	ERR12552909_1.fastq.gz
INR_19_3B	CCDB-34734	0.00120192307692307	INR	FALSE	FALSE	ERR12552920_1.fastq.gz	ERR12552920_2.fastq.gz
INR_48B	CCDB-34734	0.00120192307692307	INR	FALSE	FALSE	ERR12552932_1.fastq.gz	ERR12552932_2.fastq.gz
INR_52B	CCDB-34734	0.00120192307692307	INR	FALSE	FALSE	ERR12552943_2.fastq.gz	ERR12552943_1.fastq.gz
INR_19_5A	CCDB-34734	0.00120192307692307	INR	FALSE	FALSE	ERR12552954_1.fastq.gz	ERR12552954_2.fastq.gz
INR_19_7B	CCDB-34734	0.00120192307692307	INR	FALSE	FALSE	ERR12552965_2.fastq.gz	ERR12552965_1.fastq.gz
INR_19_9A	CCDB-34734	0.00120192307692307	INR	FALSE	FALSE	ERR12552976_1.fastq.gz	ERR12552976_2.fastq.gz
JOH_11A	CCDB-34734	0.00120948234155781	JOH	FALSE	FALSE	ERR12552987_2.fastq.gz	ERR12552987_1.fastq.gz
JOH_13B	CCDB-34734	0.00116003299649412	JOH	FALSE	FALSE	ERR12552998_2.fastq.gz	ERR12552998_1.fastq.gz
JOH_15A	CCDB-34734	0.00119776417354272	JOH	FALSE	FALSE	ERR12553009_1.fastq.gz	ERR12553009_2.fastq.gz
JOH_18B	CCDB-34734	0.00120025605462498	JOH	FALSE	FALSE	ERR12553020_2.fastq.gz	ERR12553020_1.fastq.gz
JOH_1A	CCDB-34734	0.00120025605462498	JOH	FALSE	FALSE	ERR12553031_2.fastq.gz	ERR12553031_1.fastq.gz
JOH_20A	CCDB-34734	0.00119363395225464	JOH	FALSE	FALSE	ERR12553043_2.fastq.gz	ERR12553043_1.fastq.gz
JOH_21B	CCDB-34734	0.00119528261793455	JOH	FALSE	FALSE	ERR12553054_2.fastq.gz	ERR12553054_1.fastq.gz
JOH_23A	CCDB-34734	0.00122057068460453	JOH	FALSE	FALSE	ERR12553065_2.fastq.gz	ERR12553065_1.fastq.gz
JOH_3B	CCDB-34734	0.00120108898734852	JOH	FALSE	FALSE	ERR12553076_2.fastq.gz	ERR12553076_1.fastq.gz
JOH_5A	CCDB-34734	0.00120108898734852	JOH	FALSE	FALSE	ERR12553088_1.fastq.gz	ERR12553088_2.fastq.gz
JOH_7A	CCDB-34734	0.00120025605462498	JOH	FALSE	FALSE	ERR12553099_1.fastq.gz	ERR12553099_2.fastq.gz
JOH_8B	CCDB-34734	0.00118383668315268	JOH	FALSE	FALSE	ERR12553110_2.fastq.gz	ERR12553110_1.fastq.gz
KEV_1A	CCDB-34734	0.00120192307692307	KEV	FALSE	FALSE	ERR12553121_2.fastq.gz	ERR12553121_1.fastq.gz
KEV_3A	CCDB-34734	0.00121032813340505	KEV	FALSE	FALSE	ERR12553132_2.fastq.gz	ERR12553132_1.fastq.gz
KEV_11A	CCDB-34735	0.00121885157096424	KEV	FALSE	FALSE	ERR12553143_2.fastq.gz	ERR12553143_1.fastq.gz
KEV_14A	CCDB-34735	0.00116159008776458	KEV	FALSE	FALSE	ERR12553155_1.fastq.gz	ERR12553155_2.fastq.gz
KEV_17B	CCDB-34735	0.00119776417354272	KEV	FALSE	FALSE	ERR12553166_1.fastq.gz	ERR12553166_2.fastq.gz
KEV_20A	CCDB-34735	0.00119363395225464	KEV	FALSE	FALSE	ERR12553177_2.fastq.gz	ERR12553177_1.fastq.gz
KEV_22A	CCDB-34735	0.00120192307692307	KEV	FALSE	FALSE	ERR12553197_1.fastq.gz	ERR12553197_2.fastq.gz
KEV_25A	CCDB-34735	0.00127262443438914	KEV	FALSE	FALSE	ERR12553208_2.fastq.gz	ERR12553208_1.fastq.gz
KEV_5A	CCDB-34735	0.00119363395225464	KEV	FALSE	FALSE	ERR12553219_1.fastq.gz	ERR12553219_2.fastq.gz
KEV_8B	CCDB-34735	0.00120611096220852	KEV	FALSE	FALSE	ERR12553232_2.fastq.gz	ERR12553232_1.fastq.gz
KLA_18A	CCDB-34735	0.00120192307692307	KLA	FALSE	FALSE	ERR12553294_1.fastq.gz	ERR12553294_2.fastq.gz
KLA_20B	CCDB-34735	0.00120192307692307	KLA	FALSE	FALSE	ERR12553431_2.fastq.gz	ERR12553431_1.fastq.gz
KLA_23A	CCDB-34735	0.00120192307692307	KLA	FALSE	FALSE	ERR12553533_2.fastq.gz	ERR12553533_1.fastq.gz
KLA_25A	CCDB-34735	0.00120192307692307	KLA	FALSE	FALSE	ERR12553561_2.fastq.gz	ERR12553561_1.fastq.gz
KLA_27A	CCDB-34735	0.00120192307692307	KLA	FALSE	FALSE	ERR12553577_2.fastq.gz	ERR12553577_1.fastq.gz
KLA_29A	CCDB-34735	0.00120192307692307	KLA	FALSE	FALSE	ERR12553593_1.fastq.gz	ERR12553593_2.fastq.gz
KLA_31A	CCDB-34735	0.00120192307692307	KLA	FALSE	FALSE	ERR12553609_1.fastq.gz	ERR12553609_2.fastq.gz
KLA_32A	CCDB-34735	0.00120192307692307	KLA	FALSE	FALSE	ERR12553632_1.fastq.gz	ERR12553632_2.fastq.gz
KLA_34A	CCDB-34735	0.00120192307692307	KLA	FALSE	FALSE	ERR12553645_2.fastq.gz	ERR12553645_1.fastq.gz
KLA_38A	CCDB-34735	0.00120192307692307	KLA	FALSE	FALSE	ERR12553656_2.fastq.gz	ERR12553656_1.fastq.gz
KLA_39A	CCDB-34735	0.00120192307692307	KLA	FALSE	FALSE	ERR12553667_1.fastq.gz	ERR12553667_2.fastq.gz
KLA_42A	CCDB-34735	0.00120192307692307	KLA	FALSE	FALSE	ERR12553678_2.fastq.gz	ERR12553678_1.fastq.gz
MAD_10B	CCDB-34735	0.00119776417354272	MAD	FALSE	FALSE	ERR12553739_1.fastq.gz	ERR12553739_2.fastq.gz
MAD_12A	CCDB-34735	0.00120192307692307	MAD	FALSE	FALSE	ERR12553779_1.fastq.gz	ERR12553779_2.fastq.gz
MAD_13A	CCDB-34735	0.00120192307692307	MAD	FALSE	FALSE	ERR12554078_1.fastq.gz	ERR12554078_2.fastq.gz
MAD_1B	CCDB-34735	0.00121885157096424	MAD	FALSE	FALSE	ERR12554089_2.fastq.gz	ERR12554089_1.fastq.gz
MAD_2A	CCDB-34735	0.00120192307692307	MAD	FALSE	FALSE	ERR12554100_2.fastq.gz	ERR12554100_1.fastq.gz
MAD_3A	CCDB-34735	0.00120611096220852	MAD	FALSE	FALSE	ERR12554111_2.fastq.gz	ERR12554111_1.fastq.gz
MAD_4B	CCDB-34735	0.00121032813340505	MAD	FALSE	FALSE	ERR12554122_1.fastq.gz	ERR12554122_2.fastq.gz
MAD_6A	CCDB-34735	0.00120192307692307	MAD	FALSE	FALSE	ERR12554133_2.fastq.gz	ERR12554133_1.fastq.gz
MAD_8B	CCDB-34735	0.00120192307692307	MAD	FALSE	FALSE	ERR12554176_1.fastq.gz	ERR12554176_2.fastq.gz
MAD_9A	CCDB-34735	0.00120611096220852	MAD	FALSE	FALSE	ERR12554362_1.fastq.gz	ERR12554362_2.fastq.gz
PRI_10A	CCDB-34735	0.00120192307692307	PRI	FALSE	FALSE	ERR12554493_1.fastq.gz	ERR12554493_2.fastq.gz
