seqrun	sample	neg_control	pos_control	cut_R2	fastq_R1	fastq_R2
BIONAME-LP01_L001	HYY111_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY111_S524_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY111_S524_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY112_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY112_S525_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY112_S525_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY113_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY113_S526_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY113_S526_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY114_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY114_S527_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY114_S527_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY115_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY115_S528_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY115_S528_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY116_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY116_S529_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY116_S529_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY117_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY117_S530_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY117_S530_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY121_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY121_S531_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY121_S531_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY122_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY122_S532_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY122_S532_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY123_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY123_S533_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY123_S533_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY124_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY124_S534_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY124_S534_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY125_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY125_S535_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY125_S535_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY126_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY126_S536_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY126_S536_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY127_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY127_S537_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY127_S537_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY131_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY131_S538_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY131_S538_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY132_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY132_S539_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY132_S539_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY133_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY133_S540_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY133_S540_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY134_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY134_S541_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY134_S541_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY135_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY135_S542_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY135_S542_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY136_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY136_S543_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY136_S543_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY137_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY137_S544_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY137_S544_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY141_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY141_S545_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY141_S545_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY142_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY142_S546_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY142_S546_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY143_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY143_S547_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY143_S547_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY144_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY144_S548_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY144_S548_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY145_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY145_S549_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY145_S549_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY146_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY146_S550_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY146_S550_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY147_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY147_S551_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY147_S551_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY151_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY151_S552_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY151_S552_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY152_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY152_S553_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY152_S553_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY153_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY153_S554_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY153_S554_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY154_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY154_S555_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY154_S555_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY155_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY155_S556_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY155_S556_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY156_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY156_S557_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY156_S557_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY157_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY157_S558_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY157_S558_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY211_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY211_S1222_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY211_S1222_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY212_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY212_S1223_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY212_S1223_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY213_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY213_S1224_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY213_S1224_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY214_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY214_S1225_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY214_S1225_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY215_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY215_S1226_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY215_S1226_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY216_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY216_S1227_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY216_S1227_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY217_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY217_S1228_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY217_S1228_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY221_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY221_S1229_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY221_S1229_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY222_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY222_S1230_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY222_S1230_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY223_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY223_S1231_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY223_S1231_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY224_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY224_S1232_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY224_S1232_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY225_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY225_S1233_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY225_S1233_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY226_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY226_S1234_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY226_S1234_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY227_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY227_S1235_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY227_S1235_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY231_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY231_S1236_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY231_S1236_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY232_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY232_S1237_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY232_S1237_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY233_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY233_S1238_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY233_S1238_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY234_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY234_S1239_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY234_S1239_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY235_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY235_S1240_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY235_S1240_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY236_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY236_S1241_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY236_S1241_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY237_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY237_S1242_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY237_S1242_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY241_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY241_S1243_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY241_S1243_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY242_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY242_S1244_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY242_S1244_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY243_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY243_S1245_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY243_S1245_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY244_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY244_S1373_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY244_S1373_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY245_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY245_S1374_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY245_S1374_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY246_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY246_S1246_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY246_S1246_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY247_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY247_S1247_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY247_S1247_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY251_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY251_S1248_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY251_S1248_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY252_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY252_S1249_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY252_S1249_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY253_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY253_S1250_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY253_S1250_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY254_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY254_S1251_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY254_S1251_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY255_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY255_S1252_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY255_S1252_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY256_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY256_S1253_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY256_S1253_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY257_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY257_S1254_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY257_S1254_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY311_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY311_S1255_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY311_S1255_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY312_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY312_S1256_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY312_S1256_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY313_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY313_S1257_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY313_S1257_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY314_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY314_S1258_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY314_S1258_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY315_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY315_S1259_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY315_S1259_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY316_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY316_S1260_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY316_S1260_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY317_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY317_S1261_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY317_S1261_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY321_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY321_S1262_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY321_S1262_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY322_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY322_S1263_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY322_S1263_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY323_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY323_S1264_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY323_S1264_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY324_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY324_S1265_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY324_S1265_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY325_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY325_S1266_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY325_S1266_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY326_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY326_S1267_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY326_S1267_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY327_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY327_S1268_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY327_S1268_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY331_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY331_S1269_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY331_S1269_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY332_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY332_S1270_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY332_S1270_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY333_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY333_S1271_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY333_S1271_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY334_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY334_S1272_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY334_S1272_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY335_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY335_S1273_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY335_S1273_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY336_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY336_S1274_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY336_S1274_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY337_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY337_S1275_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY337_S1275_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY341_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY341_S1276_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY341_S1276_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY342_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY342_S1277_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY342_S1277_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY343_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY343_S1278_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY343_S1278_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY344_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY344_S1375_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY344_S1375_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY345_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY345_S1279_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY345_S1279_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY346_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY346_S1280_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY346_S1280_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY347_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY347_S1281_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY347_S1281_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY351_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY351_S1282_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY351_S1282_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY352_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY352_S1283_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY352_S1283_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY353_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY353_S1284_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY353_S1284_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY354_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY354_S1285_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY354_S1285_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY355_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY355_S1286_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY355_S1286_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY356_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY356_S1287_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY356_S1287_L001_R2_001.fastq.gz
BIONAME-LP01_L001	HYY357_Rep1	FALSE	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-HYY357_S1288_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-HYY357_S1288_L001_R2_001.fastq.gz
